Date,Suburb,Postcode,No.Sales,Price
2016,BANKSTOWN ,2200,116  ,900000  
2016,BELLA VISTA ,2153,90  ,142000000  
2016,BONDI ,2026,46  ,231000000  
2016,CABRAMATTA ,2166,68  ,789000  
2016,CHATSWOOD ,2067,137  ,22000000  
2016,CRONULLA ,2230,65  ,197000000  
2016,DOUBLE BAY ,2028,40  ,348000000  
2016,EASTERN CREEK ,2766,9  ,590000  
2016,FAIRFIELD ,2165,101  ,730000  
2016,GLEBE ,2037,80  ,172000000  
2016,GYMEA ,2227,48  ,114000000  
2016,KINGSFORD ,2032,78  ,199000000  
2016,LAKEMBA ,2195,43  ,880000  
2016,MACQUARIE PARK ,2113,1  ,22000000  
2016,MASCOT ,2020,60  ,128000000  
2016,MINTO ,2566,184  ,580000  
2016,NARRABEEN ,2101,21  ,215000000  
2016,NORTH SYDNEY ,2060,23  ,197000000  
2016,PAGEWOOD ,2035,35  ,161000000  
2016,POINT PIPER ,2027,8  ,895000000  
2016,QUAKERS HILL ,2763,280  ,715000  
2016,REVESBY ,2212,136  ,928000  
2016,ROSEBERY ,2018,67  ,18000000  
2016,RYDE ,2112,196  ,14000000  
2016,ST IVES ,2075,257  ,178000000  
2016,SURRY HILLS ,2010,89  ,152000000  
2016,TAMARAMA ,2026,11  ,355000000  
2016,ULTIMO ,2007,17  ,151000000  
2016,WARWICK FARM ,2170,10  ,634000  
2016,WILLOUGHBY ,2068,63  ,202000000  
2016,WOOLOOWARE ,2230,40  ,15000000  
2016,YOWIE BAY ,2228,30  ,147000000  
2016,ALLAWAH ,2218,15  ,14000000  
2016,ARCADIA ,2159,15  ,194000000  
2016,ASHFIELD ,2131,86  ,152000000  
2016,BADGERYS CREEK ,2555,1  ,12000000  
2016,BARANGAROO ,2000,2  ,242000000  
2016,BELLEVUE HILL ,2023,94  ,462000000  
2016,BONDI BEACH ,2026,35  ,24000000  
2016,CAMDEN ,2570,56  ,626000  
2016,CHIFLEY ,2036,20  ,159000000  
2016,CROWS NEST ,2065,37  ,18000000  
2016,DOVER HEIGHTS ,2030,46  ,33000000  
2016,EASTGARDENS ,2036,11  ,15000000  
2016,FIVE DOCK ,2046,65  ,16000000  
2016,GLENHAVEN ,2156,69  ,137000000  
2016,ILLAWONG ,2234,71  ,118000000  
2016,KINGSGROVE ,2208,126  ,121000000  
2016,LANE COVE ,2066,88  ,182000000  
2016,MALABAR ,2036,30  ,193000000  
2016,MATRAVILLE ,2036,56  ,171000000  
2016,MIRANDA ,2228,126  ,117000000  
2016,NEUTRAL BAY ,2089,28  ,208000000  
2016,OATLEY ,2223,114  ,153000000  
2016,PARRAMATTA ,2150,33  ,900000  
2016,POTTS POINT ,2011,10  ,503000000  
2016,QUEENS PARK ,2022,47  ,225000000  
2016,RIVERVIEW ,2066,44  ,206000000  
2016,ROSEVILLE ,2069,106  ,225000000  
2016,SANS SOUCI ,2219,78  ,154000000  
2016,ST MARYS ,2760,162  ,574000  
2016,SUTHERLAND ,2232,51  ,11000000  
2016,TAREN POINT ,2229,9  ,232000000  
2016,VAUCLUSE ,2030,118  ,438000000  
2016,WATERLOO ,2017,16  ,12000000  
2016,WINDSOR ,2756,26  ,598000  
2016,WINDSOR ,2756,26  ,598000  
2016,ZETLAND ,2017,11  ,173000000  
2016,AMBARVALE ,2560,87  ,522000  
2016,ARNCLIFFE ,2205,58  ,113000000  
2017,ABBOTSBURY ,2176,34  ,984000  
2017,ARNDELL PARK ,2148,0  ,
2017,ASQUITH ,2077,52  ,139000000  
2017,BALGOWLAH ,2093,55  ,217000000  
2017,BAULKHAM HILLS ,2153,345  ,122000000  
2017,BEXLEY ,2207,123  ,129000000  
2017,BRIGHTON-LE-SANDS ,2216,40  ,151000000  
2017,CANTERBURY ,2193,35  ,133000000  
2017,CLOVELLY ,2031,60  ,32000000  
2017,DACEYVILLE ,2032,0  ,
2017,DRUMMOYNE ,2047,79  ,23000000  
2017,EDGECLIFF ,2027,10  ,258000000  
2017,FORESTVILLE ,2087,59  ,17000000  
2017,FRESHWATER ,2096,64  ,235000000  
2017,JORDAN SPRINGS ,2747,233  ,725000  
2017,KOGARAH ,2217,71  ,177000000  
2017,LINDFIELD ,2070,104  ,265000000  
2017,MANLY ,2095,59  ,312000000  
2017,MENAI ,2234,126  ,106000000  
2017,MONTEREY ,2217,34  ,157000000  
2017,NEWINGTON ,2127,48  ,135000000  
2017,OYSTER BAY ,2225,66  ,139000000  
2017,PENRITH ,2750,136  ,722000  
2017,PUNCHBOWL ,2196,146  ,890000  
2017,RAMSGATE ,2217,8  ,146000000  
2017,RIVERWOOD ,2210,75  ,11000000  
2017,ROSEHILL ,2142,11  ,930000  
2017,SEVEN HILLS ,2147,241  ,782000  
2017,ST PETERS ,2044,35  ,13000000  
2017,SYDENHAM ,2044,19  ,122000000  
2017,TEMPE ,2044,53  ,126000000  
2017,VILLAWOOD ,2163,38  ,805000  
2017,WATSONS BAY ,2030,10  ,334000000  
2017,WOLLI CREEK ,2205,1  ,890000  
2017,WOOLWICH ,2110,5  ,585000000  
2017,ALEXANDRIA ,2015,80  ,182000000  
2017,ANGUS ,2765,1  ,250000  
2017,ARTARMON ,2064,28  ,27000000  
2017,AUBURN ,2144,175  ,955000  
2017,BALMAIN EAST ,2041,12  ,285000000  
2017,BEACON HILL ,2100,82  ,157000000  
2017,BIRCHGROVE ,2041,47  ,23000000  
2017,BONDI JUNCTION ,2022,58  ,226000000  
2017,CARSS PARK ,2221,10  ,169000000  
2017,COLLAROY ,2097,52  ,233000000  
2017,DARLINGHURST ,2010,73  ,208000000  
2017,DULWICH HILL ,2203,69  ,15000000  
2017,ENMORE ,2042,56  ,154000000  
2017,FRENCHS FOREST ,2086,147  ,165000000  
2017,GREENACRE ,2190,225  ,940000  
2017,KELLYVILLE ,2155,333  ,127000000  
2017,KURNELL ,2231,32  ,121000000  
2017,LIVERPOOL ,2170,122  ,800000  
2017,MAROUBRA ,2035,171  ,204000000  
2017,MILLERS POINT ,2000,20  ,208000000  
2017,MOORE PARK ,2021,0  ,
2017,NEWPORT ,2106,121  ,203000000  
2017,PADDINGTON ,2021,252  ,23000000  
2017,PENSHURST ,2222,75  ,13000000  
2017,PYMBLE ,2073,153  ,243000000  
2017,RANDWICK ,2031,146  ,245000000  
2017,ROCKDALE ,2216,42  ,139000000  
2017,ROUSE HILL ,2155,152  ,101000000  
2017,SILVERWATER ,2128,11  ,106000000  
2017,STANMORE ,2048,89  ,169000000  
2017,SYDNEY OLYMPIC PARK ,2127,0  ,
2017,THE ROCKS ,2000,1  ,338000000  
2017,WAHROONGA ,2076,206  ,214000000  
2017,WAVERLEY ,2024,33  ,245000000  
2017,WOOLLAHRA ,2025,88  ,324000000  
2017,YAGOONA ,2199,171  ,870000  
2017,ALFORDS POINT ,2234,36  ,13000000  
2017,ANNANDALE ,2038,109  ,176000000  
2017,ASHBURY ,2193,24  ,17000000  
2017,AUSTRAL ,2179,97  ,446000  
2017,BALMAIN ,2041,127  ,217000000  
2017,BEACONSFIELD ,2015,12  ,166000000  
2017,BLACKTOWN ,2148,584  ,750000  
2017,BROOKVALE ,2100,8  ,151000000  
2017,CASULA ,2170,164  ,810000  
2017,COOGEE ,2034,45  ,295000000  
2017,DEE WHY ,2099,61  ,182000000  
2017,EARLWOOD ,2206,144  ,149000000  
2017,ERSKINEVILLE ,2043,54  ,146000000  
2017,GLADESVILLE ,2111,104  ,201000000  
2017,GREENWICH ,2065,51  ,255000000  
2017,KILLARA ,2071,96  ,284000000  
2017,LA PEROUSE ,2036,1  ,203000000  
2017,LONGUEVILLE ,2066,35  ,475000000  
2017,MARRICKVILLE ,2204,193  ,146000000  
2017,MINCHINBURY ,2770,74  ,760000  
2017,MOUNT DRUITT ,2770,105  ,699000  
2017,NORTH BONDI ,2026,70  ,323000000  
2017,PADSTOW ,2211,148  ,105000000  
2017,PETERSHAM ,2049,66  ,163000000  
2017,PYRMONT ,2009,11  ,165000000  
2017,REDFERN ,2016,76  ,174000000  
2017,ROSE BAY ,2029,60  ,409000000  
2017,RUSHCUTTERS BAY ,2011,2  ,214000000  
2017,ST ANDREWS ,2566,75  ,625000  
2017,STRATHFIELD ,2135,182  ,235000000  
2017,SYLVANIA ,2224,89  ,141000000  
2017,TURRAMURRA ,2074,177  ,202000000  
2017,WAREEMBA ,2046,11  ,204000000  
2017,WESTMEAD ,2145,26  ,144000000  
2017,WOOLLOOMOOLOO ,2011,7  ,18000000  
2017,YENNORA ,2161,9  ,835000  
2017,ALLAMBIE HEIGHTS ,2100,74  ,167000000  
2017,ANNANGROVE ,2156,17  ,265000000  
2017,ASHCROFT ,2168,26  ,645000  
2017,AVALON BEACH ,2107,144  ,17000000  
2017,BANKSTOWN ,2200,141  ,975000  
2017,BELLA VISTA ,2153,83  ,17000000  
2017,BONDI ,2026,37  ,25000000  
2017,CABRAMATTA ,2166,66  ,893000  
2017,CHATSWOOD ,2067,125  ,245000000  
2017,CRONULLA ,2230,84  ,23000000  
2017,DOUBLE BAY ,2028,20  ,398000000  
2017,EASTERN CREEK ,2766,10  ,670000  
2017,FAIRFIELD ,2165,92  ,780000  
2017,GLEBE ,2037,78  ,196000000  
2017,GYMEA ,2227,54  ,127000000  
2017,KINGSFORD ,2032,64  ,226000000  
2017,LAKEMBA ,2195,53  ,980000  
2017,MACQUARIE PARK ,2113,1  ,303000000  
2017,MASCOT ,2020,72  ,141000000  
2017,MINTO ,2566,187  ,665000  
2017,NARRABEEN ,2101,27  ,215000000  
2017,NORTH SYDNEY ,2060,21  ,204000000  
2017,PAGEWOOD ,2035,46  ,173000000  
2017,POINT PIPER ,2027,7  ,21000000  
2017,QUAKERS HILL ,2763,283  ,800000  
2017,REVESBY ,2212,155  ,107000000  
2017,ROSEBERY ,2018,39  ,175000000  
2017,RYDE ,2112,193  ,176000000  
2017,ST IVES ,2075,238  ,208000000  
2017,SURRY HILLS ,2010,98  ,166000000  
2017,TAMARAMA ,2026,13  ,62000000  
2017,ULTIMO ,2007,11  ,17000000  
2017,WARWICK FARM ,2170,17  ,755000  
2017,WILLOUGHBY ,2068,91  ,233000000  
2017,WOOLOOWARE ,2230,38  ,183000000  
2017,YOWIE BAY ,2228,31  ,191000000  
2017,ALLAWAH ,2218,13  ,115000000  
2017,ARCADIA ,2159,24  ,193000000  
2017,ASHFIELD ,2131,74  ,171000000  
2017,BADGERYS CREEK ,2555,3  ,33000000  
2017,BARANGAROO ,2000,0  ,
2017,BELLEVUE HILL ,2023,73  ,555000000  
2017,BONDI BEACH ,2026,35  ,265000000  
2017,CAMDEN ,2570,40  ,752000  
2017,CHIFLEY ,2036,23  ,182000000  
2017,CROWS NEST ,2065,59  ,225000000  
2017,DOVER HEIGHTS ,2030,41  ,441000000  
2017,EASTGARDENS ,2036,7  ,13000000  
2017,FIVE DOCK ,2046,69  ,179000000  
2017,GLENHAVEN ,2156,90  ,169000000  
2017,ILLAWONG ,2234,78  ,13000000  
2017,KINGSGROVE ,2208,117  ,135000000  
2017,LANE COVE ,2066,78  ,223000000  
2017,MALABAR ,2036,30  ,21000000  
2017,MATRAVILLE ,2036,73  ,18000000  
2017,MIRANDA ,2228,152  ,135000000  
2017,NEUTRAL BAY ,2089,45  ,22000000  
2017,OATLEY ,2223,107  ,166000000  
2017,PARRAMATTA ,2150,37  ,13000000  
2017,POTTS POINT ,2011,6  ,341000000  
2017,QUEENS PARK ,2022,39  ,25000000  
2017,RIVERVIEW ,2066,38  ,271000000  
2017,ROSEVILLE ,2069,96  ,29000000  
2017,SANS SOUCI ,2219,97  ,15000000  
2017,ST MARYS ,2760,124  ,655000  
2017,SUTHERLAND ,2232,54  ,126000000  
2017,TAREN POINT ,2229,16  ,16000000  
2017,VAUCLUSE ,2030,98  ,462000000  
2017,WATERLOO ,2017,15  ,133000000  
2017,WINDSOR ,2756,31  ,720000  
2017,WINDSOR ,2756,31  ,720000  
2017,ZETLAND ,2017,13  ,151000000  
2017,AMBARVALE ,2560,72  ,582000  
2017,ARNCLIFFE ,2205,56  ,133000000  
2018,ABBOTSBURY ,2176,21  ,112000000  
2018,ARNDELL PARK ,2148,0  ,
2018,ASQUITH ,2077,20  ,122000000  
2018,BALGOWLAH ,2093,66  ,21000000  
2018,BAULKHAM HILLS ,2153,308  ,117000000  
2018,BEXLEY ,2207,115  ,12000000  
2018,BRIGHTON-LE-SANDS ,2216,19  ,148000000  
2018,CANTERBURY ,2193,29  ,13000000  
2018,CLOVELLY ,2031,38  ,328000000  
2018,DACEYVILLE ,2032,3  ,14000000  
2018,DRUMMOYNE ,2047,76  ,215000000  
2018,EDGECLIFF ,2027,15  ,173000000  
2018,FORESTVILLE ,2087,66  ,152000000  
2018,FRESHWATER ,2096,65  ,24000000  
2018,JORDAN SPRINGS ,2747,200  ,731000  
2018,KOGARAH ,2217,53  ,13000000  
2018,LINDFIELD ,2070,72  ,262000000  
2018,MANLY ,2095,47  ,338000000  
2018,MENAI ,2234,92  ,106000000  
2018,MONTEREY ,2217,20  ,169000000  
2018,NEWINGTON ,2127,37  ,139000000  
2018,OYSTER BAY ,2225,70  ,121000000  
2018,PENRITH ,2750,119  ,700000  
2018,PUNCHBOWL ,2196,109  ,900000  
2018,RAMSGATE ,2217,11  ,129000000  
2018,RIVERWOOD ,2210,67  ,105000000  
2018,ROSEHILL ,2142,9  ,119000000  
2018,SEVEN HILLS ,2147,196  ,772000  
2018,ST PETERS ,2044,30  ,121000000  
2018,SYDENHAM ,2044,15  ,119000000  
2018,TEMPE ,2044,36  ,113000000  
2018,VILLAWOOD ,2163,41  ,763000  
2018,WATSONS BAY ,2030,8  ,48000000  
2018,WOLLI CREEK ,2205,1  ,31000000  
2018,WOOLWICH ,2110,9  ,485000000  
2018,ALEXANDRIA ,2015,68  ,156000000  
2018,ANGUS ,2765,0  ,
2018,ARTARMON ,2064,22  ,248000000  
2018,AUBURN ,2144,123  ,885000  
2018,BALMAIN EAST ,2041,18  ,315000000  
2018,BEACON HILL ,2100,69  ,15000000  
2018,BIRCHGROVE ,2041,37  ,195000000  
2018,BONDI JUNCTION ,2022,74  ,199000000  
2018,CARSS PARK ,2221,14  ,159000000  
2018,COLLAROY ,2097,44  ,282000000  
2018,DARLINGHURST ,2010,52  ,196000000  
2018,DULWICH HILL ,2203,84  ,147000000  
2018,ENMORE ,2042,40  ,131000000  
2018,FRENCHS FOREST ,2086,131  ,152000000  
2018,GREENACRE ,2190,169  ,950000  
2018,KELLYVILLE ,2155,276  ,117000000  
2018,KURNELL ,2231,27  ,117000000  
2018,LIVERPOOL ,2170,72  ,782000  
2018,MAROUBRA ,2035,157  ,202000000  
2018,MILLERS POINT ,2000,22  ,273000000  
2018,MOORE PARK ,2021,0  ,
2018,NEWPORT ,2106,91  ,185000000  
2018,PADDINGTON ,2021,200  ,235000000  
2018,PENSHURST ,2222,54  ,128000000  
2018,PYMBLE ,2073,132  ,233000000  
2018,RANDWICK ,2031,193  ,246000000  
2018,ROCKDALE ,2216,30  ,122000000  
2018,ROUSE HILL ,2155,108  ,116000000  
2018,SILVERWATER ,2128,11  ,108000000  
2018,STANMORE ,2048,80  ,165000000  
2018,SYDNEY OLYMPIC PARK ,2127,0  ,
2018,THE ROCKS ,2000,0  ,
2018,WAHROONGA ,2076,172  ,188000000  
2018,WAVERLEY ,2024,32  ,244000000  
2018,WOOLLAHRA ,2025,69  ,34000000  
2018,YAGOONA ,2199,116  ,866000  
2018,ALFORDS POINT ,2234,30  ,123000000  
2018,ANNANDALE ,2038,109  ,165000000  
2018,ASHBURY ,2193,34  ,162000000  
2018,AUSTRAL ,2179,107  ,426000  
2018,BALMAIN ,2041,127  ,196000000  
2018,BEACONSFIELD ,2015,17  ,125000000  
2018,BLACKTOWN ,2148,446  ,732000  
2018,BROOKVALE ,2100,13  ,16000000  
2018,CASULA ,2170,128  ,809000  
2018,COOGEE ,2034,46  ,296000000  
2018,DEE WHY ,2099,58  ,163000000  
2018,EARLWOOD ,2206,132  ,135000000  
2018,ERSKINEVILLE ,2043,77  ,131000000  
2018,GLADESVILLE ,2111,101  ,202000000  
2018,GREENWICH ,2065,40  ,26000000  
2018,KILLARA ,2071,62  ,28000000  
2018,LA PEROUSE ,2036,1  ,201000000  
2018,LONGUEVILLE ,2066,27  ,37000000  
2018,MARRICKVILLE ,2204,164  ,136000000  
2018,MINCHINBURY ,2770,43  ,720000  
2018,MOUNT DRUITT ,2770,94  ,678000  
2018,NORTH BONDI ,2026,62  ,273000000  
2018,PADSTOW ,2211,141  ,1000000  
2018,PETERSHAM ,2049,75  ,147000000  
2018,PYRMONT ,2009,10  ,158000000  
2018,REDFERN ,2016,79  ,143000000  
2018,ROSE BAY ,2029,60  ,371000000  
2018,RUSHCUTTERS BAY ,2011,1  ,373000000  
2018,ST ANDREWS ,2566,73  ,640000  
2018,STRATHFIELD ,2135,125  ,262000000  
2018,SYLVANIA ,2224,80  ,131000000  
2018,TURRAMURRA ,2074,129  ,204000000  
2018,WAREEMBA ,2046,17  ,194000000  
2018,WESTMEAD ,2145,22  ,124000000  
2018,WOOLLOOMOOLOO ,2011,9  ,138000000  
2018,YENNORA ,2161,10  ,818000  
2018,ALLAMBIE HEIGHTS ,2100,61  ,165000000  
2018,ANNANGROVE ,2156,14  ,217000000  
2018,ASHCROFT ,2168,25  ,645000  
2018,AVALON BEACH ,2107,148  ,181000000  
2018,BANKSTOWN ,2200,97  ,1000000  
2018,BELLA VISTA ,2153,62  ,161000000  
2018,BONDI ,2026,40  ,262000000  
2018,CABRAMATTA ,2166,61  ,811000  
2018,CHATSWOOD ,2067,103  ,226000000  
2018,CRONULLA ,2230,67  ,22000000  
2018,DOUBLE BAY ,2028,10  ,556000000  
2018,EASTERN CREEK ,2766,14  ,695000  
2018,FAIRFIELD ,2165,85  ,835000  
2018,GLEBE ,2037,56  ,163000000  
2018,GYMEA ,2227,59  ,126000000  
2018,KINGSFORD ,2032,65  ,215000000  
2018,LAKEMBA ,2195,34  ,950000  
2018,MACQUARIE PARK ,2113,0  ,
2018,MASCOT ,2020,64  ,141000000  
2018,MINTO ,2566,130  ,652000  
2018,NARRABEEN ,2101,22  ,234000000  
2018,NORTH SYDNEY ,2060,25  ,24000000  
2018,PAGEWOOD ,2035,30  ,173000000  
2018,POINT PIPER ,2027,7  ,30000000  
2018,QUAKERS HILL ,2763,261  ,772000  
2018,REVESBY ,2212,144  ,104000000  
2018,ROSEBERY ,2018,39  ,167000000  
2018,RYDE ,2112,158  ,164000000  
2018,ST IVES ,2075,171  ,195000000  
2018,SURRY HILLS ,2010,72  ,18000000  
2018,TAMARAMA ,2026,9  ,579000000  
2018,ULTIMO ,2007,5  ,152000000  
2018,WARWICK FARM ,2170,7  ,675000  
2018,WILLOUGHBY ,2068,71  ,215000000  
2018,WOOLOOWARE ,2230,33  ,182000000  
2018,YOWIE BAY ,2228,35  ,165000000  
2018,ALLAWAH ,2218,11  ,13000000  
2018,ARCADIA ,2159,8  ,191000000  
2018,ASHFIELD ,2131,78  ,15000000  
2018,BADGERYS CREEK ,2555,1  ,33000000  
2018,BARANGAROO ,2000,0  ,
2018,BELLEVUE HILL ,2023,91  ,61000000  
2018,BONDI BEACH ,2026,51  ,301000000  
2018,CAMDEN ,2570,41  ,712000  
2018,CHIFLEY ,2036,21  ,171000000  
2018,CROWS NEST ,2065,32  ,221000000  
2018,DOVER HEIGHTS ,2030,49  ,388000000  
2018,EASTGARDENS ,2036,8  ,152000000  
2018,FIVE DOCK ,2046,56  ,172000000  
2018,GLENHAVEN ,2156,71  ,164000000  
2018,ILLAWONG ,2234,57  ,135000000  
2018,KINGSGROVE ,2208,103  ,125000000  
2018,LANE COVE ,2066,61  ,22000000  
2018,MALABAR ,2036,24  ,229000000  
2018,MATRAVILLE ,2036,64  ,176000000  
2018,MIRANDA ,2228,119  ,13000000  
2018,NEUTRAL BAY ,2089,36  ,241000000  
2018,OATLEY ,2223,72  ,178000000  
2018,PARRAMATTA ,2150,22  ,117000000  
2018,POTTS POINT ,2011,2  ,236000000  
2018,QUEENS PARK ,2022,37  ,291000000  
2018,RIVERVIEW ,2066,48  ,238000000  
2018,ROSEVILLE ,2069,79  ,275000000  
2018,SANS SOUCI ,2219,79  ,149000000  
2018,ST MARYS ,2760,118  ,640000  
2018,SUTHERLAND ,2232,46  ,108000000  
2018,TAREN POINT ,2229,11  ,182000000  
2018,VAUCLUSE ,2030,106  ,515000000  
2018,WATERLOO ,2017,9  ,12000000  
2018,WINDSOR ,2756,19  ,645000  
2018,WINDSOR ,2756,19  ,645000  
2018,ZETLAND ,2017,9  ,195000000  
2018,AMBARVALE ,2560,71  ,582000  
2018,ARNCLIFFE ,2205,48  ,125000000  
2019,ABBOTSBURY ,2176,24  ,842000  
2019,ARNDELL PARK ,2148,1  ,16000000  
2019,ASQUITH ,2077,34  ,117000000  
2019,BALGOWLAH ,2093,63  ,212000000  
2019,BAULKHAM HILLS ,2153,297  ,107000000  
2019,BEXLEY ,2207,88  ,1000000  
2019,BRIGHTON-LE-SANDS ,2216,30  ,129000000  
2019,CANTERBURY ,2193,23  ,124000000  
2019,CLOVELLY ,2031,46  ,262000000  
2019,DACEYVILLE ,2032,4  ,135000000  
2019,DRUMMOYNE ,2047,72  ,167000000  
2019,EDGECLIFF ,2027,11  ,25000000  
2019,FORESTVILLE ,2087,66  ,146000000  
2019,FRESHWATER ,2096,69  ,235000000  
2019,JORDAN SPRINGS ,2747,190  ,685000  
2019,KOGARAH ,2217,44  ,11000000  
2019,LINDFIELD ,2070,82  ,269000000  
2019,MANLY ,2095,70  ,29000000  
2019,MENAI ,2234,92  ,978000  
2019,MONTEREY ,2217,26  ,135000000  
2019,NEWINGTON ,2127,27  ,107000000  
2019,OYSTER BAY ,2225,78  ,12000000  
2019,PENRITH ,2750,92  ,628000  
2019,PUNCHBOWL ,2196,94  ,835000  
2019,RAMSGATE ,2217,14  ,132000000  
2019,RIVERWOOD ,2210,53  ,878000  
2019,ROSEHILL ,2142,4  ,117000000  
2019,SEVEN HILLS ,2147,188  ,696000  
2019,ST PETERS ,2044,39  ,121000000  
2019,SYDENHAM ,2044,7  ,103000000  
2019,TEMPE ,2044,38  ,111000000  
2019,VILLAWOOD ,2163,36  ,675000  
2019,WATSONS BAY ,2030,5  ,10000000  
2019,WOLLI CREEK ,2205,1  ,275000000  
2019,WOOLWICH ,2110,8  ,457000000  
2019,ALEXANDRIA ,2015,74  ,149000000  
2019,ANGUS ,2765,5  ,430000  
2019,ARTARMON ,2064,26  ,254000000  
2019,AUBURN ,2144,129  ,825000  
2019,BALMAIN EAST ,2041,17  ,295000000  
2019,BEACON HILL ,2100,62  ,136000000  
2019,BIRCHGROVE ,2041,36  ,185000000  
2019,BONDI JUNCTION ,2022,71  ,212000000  
2019,CARSS PARK ,2221,13  ,126000000  
2019,COLLAROY ,2097,42  ,225000000  
2019,DARLINGHURST ,2010,62  ,185000000  
2019,DULWICH HILL ,2203,78  ,149000000  
2019,ENMORE ,2042,40  ,135000000  
2019,FRENCHS FOREST ,2086,145  ,138000000  
2019,GREENACRE ,2190,191  ,883000  
2019,KELLYVILLE ,2155,300  ,11000000  
2019,KURNELL ,2231,25  ,119000000  
2019,LIVERPOOL ,2170,75  ,712000  
2019,MAROUBRA ,2035,167  ,181000000  
2019,MILLERS POINT ,2000,9  ,23000000  
2019,MOORE PARK ,2021,0  ,
2019,NEWPORT ,2106,86  ,17000000  
2019,PADDINGTON ,2021,190  ,216000000  
2019,PENSHURST ,2222,44  ,112000000  
2019,PYMBLE ,2073,108  ,239000000  
2019,RANDWICK ,2031,98  ,236000000  
2019,ROCKDALE ,2216,34  ,106000000  
2019,ROUSE HILL ,2155,122  ,905000  
2019,SILVERWATER ,2128,11  ,840000  
2019,STANMORE ,2048,78  ,144000000  
2019,SYDNEY OLYMPIC PARK ,2127,1  ,496000000  
2019,THE ROCKS ,2000,0  ,
2019,WAHROONGA ,2076,195  ,186000000  
2019,WAVERLEY ,2024,25  ,21000000  
2019,WOOLLAHRA ,2025,91  ,3000000  
2019,YAGOONA ,2199,108  ,798000  
2019,ALFORDS POINT ,2234,24  ,117000000  
2019,ANNANDALE ,2038,88  ,158000000  
2019,ASHBURY ,2193,25  ,143000000  
2019,AUSTRAL ,2179,142  ,416000  
2019,BALMAIN ,2041,117  ,177000000  
2019,BEACONSFIELD ,2015,8  ,122000000  
2019,BLACKTOWN ,2148,411  ,667000  
2019,BROOKVALE ,2100,13  ,117000000  
2019,CASULA ,2170,118  ,744000  
2019,COOGEE ,2034,45  ,26000000  
2019,DEE WHY ,2099,54  ,157000000  
2019,EARLWOOD ,2206,115  ,127000000  
2019,ERSKINEVILLE ,2043,61  ,135000000  
2019,GLADESVILLE ,2111,100  ,164000000  
2019,GREENWICH ,2065,34  ,29000000  
2019,KILLARA ,2071,87  ,236000000  
2019,LA PEROUSE ,2036,2  ,178000000  
2019,LONGUEVILLE ,2066,24  ,411000000  
2019,MARRICKVILLE ,2204,174  ,131000000  
2019,MINCHINBURY ,2770,54  ,669000  
2019,MOUNT DRUITT ,2770,66  ,622000  
2019,NORTH BONDI ,2026,72  ,26000000  
2019,PADSTOW ,2211,123  ,915000  
2019,PETERSHAM ,2049,56  ,129000000  
2019,PYRMONT ,2009,12  ,137000000  
2019,REDFERN ,2016,86  ,132000000  
2019,ROSE BAY ,2029,50  ,414000000  
2019,RUSHCUTTERS BAY ,2011,3  ,34000000  
2019,ST ANDREWS ,2566,60  ,585000  
2019,STRATHFIELD ,2135,130  ,215000000  
2019,SYLVANIA ,2224,79  ,114000000  
2019,TURRAMURRA ,2074,131  ,19000000  
2019,WAREEMBA ,2046,12  ,181000000  
2019,WESTMEAD ,2145,18  ,962000  
2019,WOOLLOOMOOLOO ,2011,6  ,156000000  
2019,YENNORA ,2161,8  ,635000  
2019,ALLAMBIE HEIGHTS ,2100,67  ,153000000  
2019,ANNANGROVE ,2156,6  ,208000000  
2019,ASHCROFT ,2168,28  ,578000  
2019,AVALON BEACH ,2107,136  ,178000000  
2019,BANKSTOWN ,2200,92  ,896000  
2019,BELLA VISTA ,2153,64  ,16000000  
2019,BONDI ,2026,28  ,263000000  
2019,CABRAMATTA ,2166,52  ,826000  
2019,CHATSWOOD ,2067,77  ,228000000  
2019,CRONULLA ,2230,75  ,193000000  
2019,DOUBLE BAY ,2028,21  ,39000000  
2019,EASTERN CREEK ,2766,13  ,620000  
2019,FAIRFIELD ,2165,86  ,698000  
2019,GLEBE ,2037,65  ,155000000  
2019,GYMEA ,2227,62  ,104000000  
2019,KINGSFORD ,2032,75  ,197000000  
2019,LAKEMBA ,2195,33  ,840000  
2019,MACQUARIE PARK ,2113,0  ,
2019,MASCOT ,2020,67  ,127000000  
2019,MINTO ,2566,87  ,590000  
2019,NARRABEEN ,2101,22  ,23000000  
2019,NORTH SYDNEY ,2060,25  ,198000000  
2019,PAGEWOOD ,2035,25  ,145000000  
2019,POINT PIPER ,2027,7  ,129000000  
2019,QUAKERS HILL ,2763,240  ,740000  
2019,REVESBY ,2212,148  ,919000  
2019,ROSEBERY ,2018,40  ,175000000  
2019,RYDE ,2112,168  ,136000000  
2019,ST IVES ,2075,172  ,188000000  
2019,SURRY HILLS ,2010,86  ,166000000  
2019,TAMARAMA ,2026,7  ,475000000  
2019,ULTIMO ,2007,7  ,117000000  
2019,WARWICK FARM ,2170,8  ,625000  
2019,WILLOUGHBY ,2068,66  ,214000000  
2019,WOOLOOWARE ,2230,42  ,161000000  
2019,YOWIE BAY ,2228,33  ,178000000  
2019,ALLAWAH ,2218,12  ,111000000  
2019,ARCADIA ,2159,7  ,162000000  
2019,ASHFIELD ,2131,66  ,145000000  
2019,BADGERYS CREEK ,2555,2  ,553000000  
