Date,Suburb,Postcode,No.Sales,Price
2008,ABBOTSBURY ,2176,58  ,522000  
2008,ARNDELL PARK ,2148,0  ,
2008,ASQUITH ,2077,37  ,550000  
2008,BALGOWLAH ,2093,69  ,12000000  
2008,BAULKHAM HILLS ,2153,381  ,525000  
2008,BEXLEY ,2207,144  ,534000  
2008,BRIGHTON-LE-SANDS ,2216,44  ,753000  
2008,CANTERBURY ,2193,39  ,563000  
2008,CLOVELLY ,2031,48  ,166000000  
2008,DACEYVILLE ,2032,7  ,655000  
2008,DRUMMOYNE ,2047,85  ,955000  
2008,EDGECLIFF ,2027,13  ,118000000  
2008,FORESTVILLE ,2087,100  ,780000  
2008,FRESHWATER ,2096,97  ,105000000  
2008,KOGARAH ,2217,54  ,599000  
2008,LINDFIELD ,2070,106  ,138000000  
2008,MANLY ,2095,67  ,144000000  
2008,MENAI ,2234,108  ,598000  
2008,MONTEREY ,2217,32  ,842000  
2008,NEWINGTON ,2127,84  ,669000  
2008,OYSTER BAY ,2225,83  ,640000  
2008,PENRITH ,2750,113  ,312000  
2008,PUNCHBOWL ,2196,132  ,394000  
2008,RAMSGATE ,2217,11  ,618000  
2008,RIVERWOOD ,2210,84  ,452000  
2008,ROSEHILL ,2142,10  ,410000  
2008,SEVEN HILLS ,2147,239  ,360000  
2008,ST PETERS ,2044,38  ,556000  
2008,SYDENHAM ,2044,10  ,505000  
2008,TEMPE ,2044,44  ,512000  
2008,VILLAWOOD ,2163,45  ,285000  
2008,WATSONS BAY ,2030,6  ,321000000  
2008,WOLLI CREEK ,2205,2  ,462000  
2008,WOOLWICH ,2110,6  ,286000000  
2008,ALEXANDRIA ,2015,87  ,720000  
2008,ANGUS ,2765,1  ,135000  
2008,ARTARMON ,2064,38  ,136000000  
2008,AUBURN ,2144,212  ,398000  
2008,BALMAIN EAST ,2041,22  ,146000000  
2008,BEACON HILL ,2100,78  ,778000  
2008,BIRCHGROVE ,2041,50  ,126000000  
2008,BONDI JUNCTION ,2022,84  ,101000000  
2008,CARSS PARK ,2221,14  ,900000  
2008,COLLAROY ,2097,67  ,129000000  
2008,DARLINGHURST ,2010,75  ,865000  
2008,DULWICH HILL ,2203,94  ,652000  
2008,ENMORE ,2042,79  ,635000  
2008,FRENCHS FOREST ,2086,176  ,776000  
2008,GREENACRE ,2190,217  ,420000  
2008,KELLYVILLE ,2155,261  ,550000  
2008,KURNELL ,2231,39  ,505000  
2008,LIVERPOOL ,2170,115  ,323000  
2008,MAROUBRA ,2035,227  ,875000  
2008,MILLERS POINT ,2000,0  ,
2008,MOORE PARK ,2021,0  ,
2008,NEWPORT ,2106,118  ,1000000  
2008,PADDINGTON ,2021,247  ,13000000  
2008,PENSHURST ,2222,76  ,632000  
2008,PYMBLE ,2073,167  ,113000000  
2008,RANDWICK ,2031,166  ,126000000  
2008,ROCKDALE ,2216,55  ,525000  
2008,ROUSE HILL ,2155,129  ,539000  
2008,SILVERWATER ,2128,16  ,440000  
2008,STANMORE ,2048,80  ,810000  
2008,SYDNEY OLYMPIC PARK ,2127,0  ,
2008,THE ROCKS ,2000,0  ,
2008,WAHROONGA ,2076,197  ,835000  
2008,WAVERLEY ,2024,40  ,127000000  
2008,WOOLLAHRA ,2025,93  ,18000000  
2008,YAGOONA ,2199,162  ,370000  
2008,ALFORDS POINT ,2234,23  ,705000  
2008,ANNANDALE ,2038,140  ,776000  
2008,ASHBURY ,2193,31  ,700000  
2008,AUSTRAL ,2179,12  ,845000  
2008,BALMAIN ,2041,151  ,980000  
2008,BEACONSFIELD ,2015,18  ,548000  
2008,BLACKTOWN ,2148,405  ,319000  
2008,BROOKVALE ,2100,5  ,822000  
2008,CASULA ,2170,162  ,385000  
2008,COOGEE ,2034,51  ,133000000  
2008,DEE WHY ,2099,81  ,880000  
2008,EARLWOOD ,2206,188  ,642000  
2008,ERSKINEVILLE ,2043,89  ,656000  
2008,GLADESVILLE ,2111,100  ,871000  
2008,GREENWICH ,2065,48  ,142000000  
2008,KILLARA ,2071,100  ,137000000  
2008,LA PEROUSE ,2036,3  ,936000  
2008,LONGUEVILLE ,2066,29  ,205000000  
2008,MARRICKVILLE ,2204,241  ,600000  
2008,MINCHINBURY ,2770,59  ,360000  
2008,MOUNT DRUITT ,2770,127  ,302000  
2008,NORTH BONDI ,2026,72  ,148000000  
2008,PADSTOW ,2211,120  ,465000  
2008,PETERSHAM ,2049,92  ,726000  
2008,PYRMONT ,2009,23  ,748000  
2008,REDFERN ,2016,95  ,650000  
2008,ROSE BAY ,2029,62  ,2000000  
2008,RUSHCUTTERS BAY ,2011,4  ,782000  
2008,ST ANDREWS ,2566,66  ,285000  
2008,STRATHFIELD ,2135,199  ,105000000  
2008,SYLVANIA ,2224,97  ,645000  
2008,TURRAMURRA ,2074,158  ,940000  
2008,WAREEMBA ,2046,11  ,900000  
2008,WESTMEAD ,2145,40  ,500000  
2008,WOOLLOOMOOLOO ,2011,15  ,610000  
2008,YENNORA ,2161,18  ,282000  
2008,ALLAMBIE HEIGHTS ,2100,80  ,830000  
2008,ANNANGROVE ,2156,10  ,995000  
2008,ASHCROFT ,2168,42  ,258000  
2008,AVALON BEACH ,2107,139  ,101000000  
2008,BANKSTOWN ,2200,141  ,422000  
2008,BELLA VISTA ,2153,116  ,732000  
2008,BONDI ,2026,39  ,136000000  
2008,CABRAMATTA ,2166,102  ,360000  
2008,CHATSWOOD ,2067,135  ,1000000  
2008,CRONULLA ,2230,63  ,101000000  
2008,DOUBLE BAY ,2028,29  ,275000000  
2008,EASTERN CREEK ,2766,15  ,265000  
2008,FAIRFIELD ,2165,125  ,328000  
2008,GLEBE ,2037,98  ,844000  
2008,GYMEA ,2227,55  ,585000  
2008,KINGSFORD ,2032,101  ,880000  
2008,LAKEMBA ,2195,54  ,390000  
2008,MACQUARIE PARK ,2113,2  ,309000000  
2008,MASCOT ,2020,63  ,609000  
2008,MINTO ,2566,91  ,270000  
2008,NARRABEEN ,2101,32  ,985000  
2008,NORTH SYDNEY ,2060,31  ,114000000  
2008,PAGEWOOD ,2035,43  ,845000  
2008,POINT PIPER ,2027,4  ,2127000000  
2008,QUAKERS HILL ,2763,335  ,382000  
2008,REVESBY ,2212,130  ,452000  
2008,ROSEBERY ,2018,51  ,641000  
2008,RYDE ,2112,170  ,716000  
2008,ST IVES ,2075,199  ,956000  
2008,SURRY HILLS ,2010,151  ,772000  
2008,TAMARAMA ,2026,19  ,44000000  
2008,ULTIMO ,2007,18  ,638000  
2008,WARWICK FARM ,2170,18  ,272000  
2008,WILLOUGHBY ,2068,82  ,101000000  
2008,WOOLOOWARE ,2230,40  ,804000  
2008,YOWIE BAY ,2228,31  ,875000  
2008,ALLAWAH ,2218,13  ,598000  
2008,ARCADIA ,2159,20  ,119000000  
2008,ASHFIELD ,2131,89  ,700000  
2008,BADGERYS CREEK ,2555,1  ,107000000  
2008,BARANGAROO ,2000,0  ,
2008,BELLEVUE HILL ,2023,74  ,345000000  
2008,BONDI BEACH ,2026,44  ,128000000  
2008,CAMDEN ,2570,55  ,355000  
2008,CHIFLEY ,2036,22  ,792000  
2008,CROWS NEST ,2065,75  ,910000  
2008,DOVER HEIGHTS ,2030,55  ,246000000  
2008,EASTGARDENS ,2036,11  ,700000  
2008,FIVE DOCK ,2046,76  ,801000  
2008,GLENHAVEN ,2156,70  ,762000  
2008,ILLAWONG ,2234,68  ,676000  
2008,KINGSGROVE ,2208,136  ,580000  
2008,LANE COVE ,2066,69  ,111000000  
2008,MALABAR ,2036,35  ,945000  
2008,MATRAVILLE ,2036,59  ,756000  
2008,MIRANDA ,2228,106  ,590000  
2008,NEUTRAL BAY ,2089,57  ,112000000  
2008,OATLEY ,2223,103  ,840000  
2008,PARRAMATTA ,2150,51  ,460000  
2008,POTTS POINT ,2011,4  ,273000000  
2008,QUEENS PARK ,2022,53  ,157000000  
2008,RIVERVIEW ,2066,39  ,132000000  
2008,ROSEVILLE ,2069,86  ,132000000  
2008,SANS SOUCI ,2219,99  ,728000  
2008,ST MARYS ,2760,136  ,255000  
2008,SUTHERLAND ,2232,47  ,490000  
2008,TAREN POINT ,2229,6  ,785000  
2008,VAUCLUSE ,2030,97  ,312000000  
2008,WATERLOO ,2017,16  ,510000  
2008,WINDSOR ,2756,24  ,410000  
2008,WINDSOR ,2756,24  ,410000  
2008,ZETLAND ,2017,9  ,646000  
2008,AMBARVALE ,2560,74  ,269000  
2008,ARNCLIFFE ,2205,80  ,527000  
2009,ABBOTSBURY ,2176,46  ,517000  
2009,ARNDELL PARK ,2148,0  ,
2009,ASQUITH ,2077,34  ,534000  
2009,BALGOWLAH ,2093,74  ,114000000  
2009,BAULKHAM HILLS ,2153,425  ,528000  
2009,BEXLEY ,2207,179  ,562000  
2009,BRIGHTON-LE-SANDS ,2216,43  ,700000  
2009,CANTERBURY ,2193,42  ,550000  
2009,CLOVELLY ,2031,45  ,154000000  
2009,DACEYVILLE ,2032,7  ,720000  
2009,DRUMMOYNE ,2047,92  ,925000  
2009,EDGECLIFF ,2027,15  ,1000000  
2009,FORESTVILLE ,2087,87  ,793000  
2009,FRESHWATER ,2096,69  ,112000000  
2009,JORDAN SPRINGS ,2747,0  ,
2009,KOGARAH ,2217,65  ,620000  
2009,LINDFIELD ,2070,95  ,131000000  
2009,MANLY ,2095,76  ,134000000  
2009,MENAI ,2234,122  ,594000  
2009,MONTEREY ,2217,35  ,825000  
2009,NEWINGTON ,2127,73  ,640000  
2009,OYSTER BAY ,2225,84  ,601000  
2009,PENRITH ,2750,150  ,310000  
2009,PUNCHBOWL ,2196,232  ,400000  
2009,RAMSGATE ,2217,12  ,616000  
2009,RIVERWOOD ,2210,109  ,470000  
2009,ROSEHILL ,2142,14  ,478000  
2009,SEVEN HILLS ,2147,297  ,358000  
2009,ST PETERS ,2044,59  ,570000  
2009,SYDENHAM ,2044,26  ,504000  
2009,TEMPE ,2044,58  ,515000  
2009,VILLAWOOD ,2163,53  ,329000  
2009,WATSONS BAY ,2030,12  ,664000000  
2009,WOLLI CREEK ,2205,3  ,615000  
2009,WOOLWICH ,2110,10  ,224000000  
2009,ALEXANDRIA ,2015,92  ,722000  
2009,ANGUS ,2765,4  ,408000  
2009,ARTARMON ,2064,42  ,138000000  
2009,AUBURN ,2144,286  ,412000  
2009,BALMAIN EAST ,2041,22  ,147000000  
2009,BEACON HILL ,2100,91  ,750000  
2009,BIRCHGROVE ,2041,42  ,117000000  
2009,BONDI JUNCTION ,2022,55  ,883000  
2009,CARSS PARK ,2221,22  ,852000  
2009,COLLAROY ,2097,61  ,117000000  
2009,DARLINGHURST ,2010,71  ,780000  
2009,DULWICH HILL ,2203,96  ,695000  
2009,ENMORE ,2042,57  ,637000  
2009,FRENCHS FOREST ,2086,231  ,765000  
2009,GREENACRE ,2190,294  ,440000  
2009,KELLYVILLE ,2155,353  ,570000  
2009,KURNELL ,2231,24  ,486000  
2009,LIVERPOOL ,2170,146  ,350000  
2009,MAROUBRA ,2035,198  ,928000  
2009,MILLERS POINT ,2000,2  ,204000000  
2009,MOORE PARK ,2021,0  ,
2009,NEWPORT ,2106,121  ,900000  
2009,PADDINGTON ,2021,245  ,121000000  
2009,PENSHURST ,2222,87  ,600000  
2009,PYMBLE ,2073,148  ,121000000  
2009,RANDWICK ,2031,167  ,117000000  
2009,ROCKDALE ,2216,67  ,530000  
2009,ROUSE HILL ,2155,191  ,525000  
2009,SILVERWATER ,2128,20  ,420000  
2009,STANMORE ,2048,97  ,760000  
2009,SYDNEY OLYMPIC PARK ,2127,0  ,
2009,THE ROCKS ,2000,0  ,
2009,WAHROONGA ,2076,221  ,965000  
2009,WAVERLEY ,2024,34  ,122000000  
2009,WOOLLAHRA ,2025,74  ,188000000  
2009,YAGOONA ,2199,194  ,396000  
2009,ALFORDS POINT ,2234,36  ,652000  
2009,ANNANDALE ,2038,134  ,797000  
2009,ASHBURY ,2193,32  ,690000  
2009,AUSTRAL ,2179,13  ,830000  
2009,BALMAIN ,2041,143  ,910000  
2009,BEACONSFIELD ,2015,14  ,540000  
2009,BLACKTOWN ,2148,570  ,330000  
2009,BROOKVALE ,2100,17  ,670000  
2009,CASULA ,2170,200  ,395000  
2009,COOGEE ,2034,47  ,13000000  
2009,DEE WHY ,2099,69  ,806000  
2009,EARLWOOD ,2206,183  ,655000  
2009,ERSKINEVILLE ,2043,64  ,625000  
2009,GLADESVILLE ,2111,90  ,849000  
2009,GREENWICH ,2065,30  ,134000000  
2009,KILLARA ,2071,101  ,13000000  
2009,LA PEROUSE ,2036,1  ,885000  
2009,LONGUEVILLE ,2066,31  ,202000000  
2009,MARRICKVILLE ,2204,246  ,620000  
2009,MINCHINBURY ,2770,102  ,369000  
2009,MOUNT DRUITT ,2770,162  ,312000  
2009,NORTH BONDI ,2026,96  ,134000000  
2009,PADSTOW ,2211,158  ,485000  
2009,PETERSHAM ,2049,80  ,675000  
2009,PYRMONT ,2009,12  ,620000  
2009,REDFERN ,2016,96  ,755000  
2009,ROSE BAY ,2029,74  ,173000000  
2009,RUSHCUTTERS BAY ,2011,1  ,188000000  
2009,ST ANDREWS ,2566,93  ,320000  
2009,STRATHFIELD ,2135,176  ,105000000  
2009,SYLVANIA ,2224,105  ,660000  
2009,TURRAMURRA ,2074,160  ,908000  
2009,WAREEMBA ,2046,18  ,908000  
2009,WESTMEAD ,2145,36  ,516000  
2009,WOOLLOOMOOLOO ,2011,9  ,775000  
2009,YENNORA ,2161,20  ,334000  
2009,ALLAMBIE HEIGHTS ,2100,84  ,816000  
2009,ANNANGROVE ,2156,21  ,107000000  
2009,ASHCROFT ,2168,52  ,280000  
2009,AVALON BEACH ,2107,177  ,920000  
2009,BANKSTOWN ,2200,229  ,452000  
2009,BELLA VISTA ,2153,111  ,750000  
2009,BONDI ,2026,51  ,125000000  
2009,CABRAMATTA ,2166,136  ,360000  
2009,CHATSWOOD ,2067,135  ,105000000  
2009,CRONULLA ,2230,89  ,11000000  
2009,DOUBLE BAY ,2028,18  ,223000000  
2009,EASTERN CREEK ,2766,14  ,296000  
2009,FAIRFIELD ,2165,158  ,362000  
2009,GLEBE ,2037,84  ,828000  
2009,GYMEA ,2227,59  ,570000  
2009,KINGSFORD ,2032,89  ,103000000  
2009,LAKEMBA ,2195,70  ,429000  
2009,MACQUARIE PARK ,2113,0  ,
2009,MASCOT ,2020,102  ,630000  
2009,MINTO ,2566,164  ,280000  
2009,NARRABEEN ,2101,19  ,111000000  
2009,NORTH SYDNEY ,2060,36  ,101000000  
2009,PAGEWOOD ,2035,43  ,870000  
2009,POINT PIPER ,2027,11  ,955000000  
2009,QUAKERS HILL ,2763,401  ,395000  
2009,REVESBY ,2212,178  ,475000  
2009,ROSEBERY ,2018,58  ,708000  
2009,RYDE ,2112,168  ,688000  
2009,ST IVES ,2075,223  ,960000  
2009,SURRY HILLS ,2010,118  ,778000  
2009,TAMARAMA ,2026,15  ,215000000  
2009,ULTIMO ,2007,15  ,600000  
2009,WARWICK FARM ,2170,20  ,285000  
2009,WILLOUGHBY ,2068,82  ,990000  
2009,WOOLOOWARE ,2230,35  ,795000  
2009,YOWIE BAY ,2228,32  ,949000  
2009,ALLAWAH ,2218,26  ,678000  
2009,ARCADIA ,2159,20  ,11000000  
2009,ASHFIELD ,2131,97  ,672000  
2009,BADGERYS CREEK ,2555,1  ,13000000  
2009,BARANGAROO ,2000,0  ,
2009,BELLEVUE HILL ,2023,75  ,338000000  
2009,BONDI BEACH ,2026,40  ,135000000  
2009,CAMDEN ,2570,69  ,360000  
2009,CHIFLEY ,2036,21  ,740000  
2009,CROWS NEST ,2065,42  ,975000  
2009,DOVER HEIGHTS ,2030,55  ,24000000  
2009,EASTGARDENS ,2036,6  ,706000  
2009,FIVE DOCK ,2046,80  ,825000  
2009,GLENHAVEN ,2156,92  ,761000  
2009,ILLAWONG ,2234,68  ,700000  
2009,KINGSGROVE ,2208,145  ,580000  
2009,LANE COVE ,2066,75  ,1000000  
2009,MALABAR ,2036,26  ,988000  
2009,MATRAVILLE ,2036,67  ,785000  
2009,MIRANDA ,2228,124  ,590000  
2009,NEUTRAL BAY ,2089,51  ,105000000  
2009,OATLEY ,2223,113  ,845000  
2009,PARRAMATTA ,2150,69  ,502000  
2009,POTTS POINT ,2011,13  ,920000  
2009,QUEENS PARK ,2022,47  ,134000000  
2009,RIVERVIEW ,2066,31  ,128000000  
2009,ROSEVILLE ,2069,116  ,127000000  
2009,SANS SOUCI ,2219,115  ,746000  
2009,ST MARYS ,2760,141  ,278000  
2009,SUTHERLAND ,2232,59  ,510000  
2009,TAREN POINT ,2229,14  ,921000  
2009,VAUCLUSE ,2030,75  ,316000000  
2009,WATERLOO ,2017,16  ,597000  
2009,WINDSOR ,2756,47  ,390000  
2009,WINDSOR ,2756,47  ,390000  
2009,ZETLAND ,2017,13  ,692000  
2009,AMBARVALE ,2560,89  ,280000  
2009,ARNCLIFFE ,2205,79  ,549000  
2010,ABBOTSBURY ,2176,38  ,678000  
2010,ARNDELL PARK ,2148,0  ,
2010,ASQUITH ,2077,32  ,640000  
2010,BALGOWLAH ,2093,93  ,135000000  
2010,BAULKHAM HILLS ,2153,384  ,610000  
2010,BEXLEY ,2207,164  ,676000  
2010,BRIGHTON-LE-SANDS ,2216,54  ,848000  
2010,CANTERBURY ,2193,35  ,640000  
2010,CLOVELLY ,2031,58  ,187000000  
2010,DACEYVILLE ,2032,2  ,672000  
2010,DRUMMOYNE ,2047,93  ,118000000  
2010,EDGECLIFF ,2027,31  ,125000000  
2010,FORESTVILLE ,2087,117  ,870000  
2010,FRESHWATER ,2096,92  ,13000000  
2010,JORDAN SPRINGS ,2747,5  ,240000  
2010,KOGARAH ,2217,65  ,692000  
2010,LINDFIELD ,2070,107  ,142000000  
2010,MANLY ,2095,96  ,152000000  
2010,MENAI ,2234,119  ,663000  
2010,MONTEREY ,2217,31  ,870000  
2010,NEWINGTON ,2127,84  ,674000  
2010,OYSTER BAY ,2225,76  ,678000  
2010,PENRITH ,2750,118  ,328000  
2010,PUNCHBOWL ,2196,164  ,472000  
2010,RAMSGATE ,2217,11  ,815000  
2010,RIVERWOOD ,2210,98  ,545000  
2010,ROSEHILL ,2142,14  ,448000  
2010,SEVEN HILLS ,2147,249  ,395000  
2010,ST PETERS ,2044,44  ,648000  
2010,SYDENHAM ,2044,22  ,599000  
2010,TEMPE ,2044,62  ,660000  
2010,VILLAWOOD ,2163,56  ,360000  
2010,WATSONS BAY ,2030,9  ,197000000  
2010,WOLLI CREEK ,2205,6  ,480000  
2010,WOOLWICH ,2110,10  ,312000000  
2010,ALEXANDRIA ,2015,106  ,779000  
2010,ANGUS ,2765,4  ,370000  
2010,ARTARMON ,2064,40  ,145000000  
2010,AUBURN ,2144,290  ,480000  
2010,BALMAIN EAST ,2041,20  ,19000000  
2010,BEACON HILL ,2100,114  ,836000  
2010,BIRCHGROVE ,2041,53  ,12000000  
2010,BONDI JUNCTION ,2022,89  ,127000000  
2010,CARSS PARK ,2221,20  ,104000000  
2010,COLLAROY ,2097,51  ,127000000  
2010,DARLINGHURST ,2010,75  ,950000  
2010,DULWICH HILL ,2203,79  ,780000  
2010,ENMORE ,2042,55  ,747000  
2010,FRENCHS FOREST ,2086,193  ,858000  
2010,GREENACRE ,2190,237  ,499000  
2010,KELLYVILLE ,2155,322  ,650000  
2010,KURNELL ,2231,41  ,584000  
2010,LIVERPOOL ,2170,124  ,375000  
2010,MAROUBRA ,2035,250  ,116000000  
2010,MILLERS POINT ,2000,0  ,
2010,MOORE PARK ,2021,0  ,
2010,NEWPORT ,2106,146  ,101000000  
2010,PADDINGTON ,2021,276  ,143000000  
2010,PENSHURST ,2222,82  ,750000  
2010,PYMBLE ,2073,170  ,135000000  
2010,RANDWICK ,2031,163  ,145000000  
2010,ROCKDALE ,2216,69  ,666000  
2010,ROUSE HILL ,2155,132  ,601000  
2010,SILVERWATER ,2128,21  ,500000  
2010,STANMORE ,2048,89  ,875000  
2010,SYDNEY OLYMPIC PARK ,2127,0  ,
2010,THE ROCKS ,2000,1  ,850000  
2010,WAHROONGA ,2076,256  ,102000000  
2010,WAVERLEY ,2024,44  ,139000000  
2010,WOOLLAHRA ,2025,107  ,195000000  
2010,YAGOONA ,2199,156  ,450000  
2010,ALFORDS POINT ,2234,37  ,735000  
2010,ANNANDALE ,2038,161  ,965000  
2010,ASHBURY ,2193,36  ,878000  
2010,AUSTRAL ,2179,13  ,755000  
2010,BALMAIN ,2041,176  ,117000000  
2010,BEACONSFIELD ,2015,17  ,700000  
2010,BLACKTOWN ,2148,494  ,360000  
2010,BROOKVALE ,2100,11  ,740000  
2010,CASULA ,2170,167  ,438000  
2010,COOGEE ,2034,59  ,18000000  
2010,DEE WHY ,2099,67  ,905000  
2010,EARLWOOD ,2206,193  ,770000  
2010,ERSKINEVILLE ,2043,89  ,745000  
2010,GLADESVILLE ,2111,133  ,991000  
2010,GREENWICH ,2065,61  ,17000000  
2010,KILLARA ,2071,98  ,162000000  
2010,LA PEROUSE ,2036,3  ,125000000  
2010,LONGUEVILLE ,2066,34  ,23000000  
2010,MARRICKVILLE ,2204,224  ,710000  
2010,MINCHINBURY ,2770,53  ,400000  
2010,MOUNT DRUITT ,2770,104  ,340000  
2010,NORTH BONDI ,2026,98  ,177000000  
2010,PADSTOW ,2211,128  ,550000  
2010,PETERSHAM ,2049,76  ,818000  
2010,PYRMONT ,2009,13  ,832000  
2010,REDFERN ,2016,122  ,842000  
2010,ROSE BAY ,2029,64  ,238000000  
2010,RUSHCUTTERS BAY ,2011,1  ,267000  
2010,ST ANDREWS ,2566,79  ,338000  
2010,STRATHFIELD ,2135,217  ,13000000  
2010,SYLVANIA ,2224,125  ,765000  
2010,TURRAMURRA ,2074,192  ,103000000  
2010,WAREEMBA ,2046,18  ,102000000  
2010,WESTMEAD ,2145,39  ,645000  
2010,WOOLLOOMOOLOO ,2011,8  ,747000  
2010,YENNORA ,2161,11  ,390000  
2010,ALLAMBIE HEIGHTS ,2100,92  ,910000  
2010,ANNANGROVE ,2156,15  ,122000000  
2010,ASHCROFT ,2168,40  ,300000  
2010,AVALON BEACH ,2107,176  ,108000000  
2010,BANKSTOWN ,2200,156  ,500000  
2010,BELLA VISTA ,2153,114  ,876000  
2010,BONDI ,2026,55  ,133000000  
2010,CABRAMATTA ,2166,111  ,430000  
2010,CHATSWOOD ,2067,133  ,117000000  
2010,CRONULLA ,2230,87  ,13000000  
2010,DOUBLE BAY ,2028,24  ,282000000  
2010,EASTERN CREEK ,2766,9  ,305000  
2010,FAIRFIELD ,2165,108  ,400000  
2010,GLEBE ,2037,78  ,968000  
2010,GYMEA ,2227,44  ,711000  
2010,KINGSFORD ,2032,114  ,118000000  
2010,LAKEMBA ,2195,66  ,482000  
2010,MACQUARIE PARK ,2113,1  ,285000  
2010,MASCOT ,2020,75  ,718000  
2010,MINTO ,2566,105  ,300000  
2010,NARRABEEN ,2101,32  ,123000000  
2010,NORTH SYDNEY ,2060,31  ,102000000  
2010,PAGEWOOD ,2035,37  ,955000  
2010,POINT PIPER ,2027,3  ,98000000  
2010,QUAKERS HILL ,2763,333  ,432000  
2010,REVESBY ,2212,160  ,530000  
2010,ROSEBERY ,2018,45  ,838000  
2010,RYDE ,2112,191  ,811000  
2010,ST IVES ,2075,217  ,108000000  
2010,SURRY HILLS ,2010,139  ,930000  
2010,TAMARAMA ,2026,12  ,204000000  
2010,ULTIMO ,2007,12  ,799000  
2010,WARWICK FARM ,2170,19  ,335000  
2010,WILLOUGHBY ,2068,90  ,117000000  
2010,WOOLOOWARE ,2230,51  ,880000  
2010,YOWIE BAY ,2228,43  ,980000  
2010,ALLAWAH ,2218,23  ,739000  
2010,ARCADIA ,2159,7  ,128000000  
2010,ASHFIELD ,2131,121  ,830000  
2010,BADGERYS CREEK ,2555,2  ,855000  
2010,BARANGAROO ,2000,0  ,
2010,BELLEVUE HILL ,2023,91  ,382000000  
2010,BONDI BEACH ,2026,51  ,15000000  
2010,CAMDEN ,2570,53  ,410000  
2010,CHIFLEY ,2036,33  ,875000  
2010,CROWS NEST ,2065,57  ,105000000  
2010,DOVER HEIGHTS ,2030,48  ,268000000  
2010,EASTGARDENS ,2036,14  ,878000  
2010,FIVE DOCK ,2046,91  ,895000  
2010,GLENHAVEN ,2156,113  ,850000  
2010,ILLAWONG ,2234,95  ,760000  
2010,KINGSGROVE ,2208,139  ,685000  
2010,LANE COVE ,2066,87  ,131000000  
2010,MALABAR ,2036,38  ,14000000  
2010,MATRAVILLE ,2036,65  ,900000  
2010,MIRANDA ,2228,134  ,678000  
2010,NEUTRAL BAY ,2089,57  ,12000000  
2010,OATLEY ,2223,102  ,908000  
2010,PARRAMATTA ,2150,59  ,500000  
2010,POTTS POINT ,2011,13  ,545000  
2010,QUEENS PARK ,2022,58  ,175000000  
2010,RIVERVIEW ,2066,57  ,15000000  
2010,ROSEVILLE ,2069,135  ,145000000  
2010,SANS SOUCI ,2219,99  ,850000  
2010,ST MARYS ,2760,125  ,308000  
2010,SUTHERLAND ,2232,39  ,585000  
2010,TAREN POINT ,2229,21  ,145000000  
2010,VAUCLUSE ,2030,98  ,356000000  
2010,WATERLOO ,2017,20  ,722000  
2010,WINDSOR ,2756,39  ,408000  
2010,WINDSOR ,2756,39  ,408000  
2010,ZETLAND ,2017,20  ,919000  
2010,AMBARVALE ,2560,81  ,300000  
2010,ARNCLIFFE ,2205,77  ,630000  
2011,ABBOTSBURY ,2176,45  ,644000  
2011,ARNDELL PARK ,2148,3  ,182000000  
2011,ASQUITH ,2077,49  ,675000  
2011,BALGOWLAH ,2093,64  ,118000000  
2011,BAULKHAM HILLS ,2153,370  ,620000  
2011,BEXLEY ,2207,141  ,675000  
2011,BRIGHTON-LE-SANDS ,2216,45  ,932000  
2011,CANTERBURY ,2193,52  ,682000  
2011,CLOVELLY ,2031,40  ,193000000  
2011,DACEYVILLE ,2032,9  ,765000  
2011,DRUMMOYNE ,2047,91  ,11000000  
2011,EDGECLIFF ,2027,15  ,12000000  
2011,FORESTVILLE ,2087,110  ,850000  
2011,FRESHWATER ,2096,86  ,124000000  
2011,JORDAN SPRINGS ,2747,25  ,246000  
2011,KOGARAH ,2217,50  ,703000  
2011,LINDFIELD ,2070,92  ,145000000  
2011,MANLY ,2095,54  ,134000000  
2011,MENAI ,2234,114  ,706000  
2011,MONTEREY ,2217,33  ,900000  
2011,NEWINGTON ,2127,61  ,760000  
2011,OYSTER BAY ,2225,89  ,760000  
2011,PENRITH ,2750,98  ,335000  
2011,PUNCHBOWL ,2196,156  ,490000  
2011,RAMSGATE ,2217,7  ,890000  
2011,RIVERWOOD ,2210,66  ,545000  
2011,ROSEHILL ,2142,16  ,495000  
2011,SEVEN HILLS ,2147,279  ,422000  
2011,ST PETERS ,2044,35  ,670000  
2011,SYDENHAM ,2044,15  ,655000  
2011,TEMPE ,2044,40  ,658000  
2011,VILLAWOOD ,2163,45  ,400000  
2011,WATSONS BAY ,2030,8  ,199000000  
2011,WOLLI CREEK ,2205,6  ,676000  
2011,WOOLWICH ,2110,6  ,295000000  
2011,ALEXANDRIA ,2015,86  ,818000  
2011,ANGUS ,2765,0  ,
2011,ARTARMON ,2064,41  ,145000000  
2011,AUBURN ,2144,205  ,478000  
2011,BALMAIN EAST ,2041,24  ,174000000  
2011,BEACON HILL ,2100,96  ,846000  
2011,BIRCHGROVE ,2041,57  ,123000000  
2011,BONDI JUNCTION ,2022,72  ,118000000  
2011,CARSS PARK ,2221,21  ,980000  
2011,COLLAROY ,2097,67  ,127000000  
2011,DARLINGHURST ,2010,70  ,908000  
2011,DULWICH HILL ,2203,67  ,840000  
2011,ENMORE ,2042,65  ,775000  
2011,FRENCHS FOREST ,2086,184  ,852000  
