,school_name,level_of_schooling,school_gender,suburb,latitude,longitude
1783,Bankstown Public School,Primary School,Coed,Bankstown ,-33.9211,151.0342
1784,Bexley Public School,Primary School,Coed,Bexley ,-33.9477,151.1289
1785,Bondi Public School,Primary School,Coed,Bondi ,-33.8926,151.2648
1786,Bourke Street Public School,Primary School,Coed,Surry Hills ,-33.8905,151.2157
1787,Chatswood Public School,Primary School,Coed,Chatswood ,-33.7982,151.1776
1788,Croydon Public School,Primary School,Coed,Croydon ,-33.8798,151.1149
1789,Croydon Park Public School,Primary School,Coed,Croydon Park,-33.8947,151.1084
1790,Daceyville Public School,Primary School,Coed,Daceyville ,-33.9295,151.228
1791,Darlinghurst Public School,Primary School,Coed,Potts Point ,-33.8786,151.2234
1792,Eastwood Public School,Primary School,Coed,Eastwood ,-33.7927,151.0785
1793,Gardeners Road Public School,Primary School,Coed,Rosebery,-33.9206,151.198
1794,Glebe Public School,Primary School,Coed,Glebe ,-33.8837,151.191
1795,Hamilton Public School,Primary School,Coed,Hamilton ,-32.9241,151.7433
1796,Kurri Kurri Public School,Primary School,Coed,Kurri Kurri ,-32.8211,151.4781
1797,Leichhardt Public School,Primary School,Coed,Leichhardt,-33.8843,151.1581
1798,Liverpool Public School,Primary School,Coed,Liverpool,-33.9236,150.9259
1799,Maroubra Junction Public School,Primary School,Coed,Maroubra ,-33.9361,151.2366
1800,Mosman Public School,Primary School,Coed,Mosman ,-33.8281,151.2412
1801,Newtown Public School,Primary School,Coed,Newtown ,-33.9,151.1794
1802,Paddington Public School,Primary School,Coed,Paddington ,-33.8876,151.2302
1803,Rozelle Public School,Primary School,Coed,Rozelle ,-33.8626,151.1698
1804,Stanmore Public School,Primary School,Coed,Stanmore ,-33.8955,151.1653
1805,Woollahra Public School,Primary School,Coed,Woollahra ,-33.8864,151.2412
1806,Rosehill Public School,Primary School,Coed,Rosehill,-33.8242,151.0184
1807,Woy Woy Public School,Primary School,Coed,Woy Woy ,-33.4917,151.3282
1808,Albury High School,Secondary School,Coed,Albury ,-36.0728,146.9154
1809,Armidale High School,Secondary School,Coed,Armidale ,-30.5194,151.6503
1810,"Denison College of Secondary Education, Bathurst High Campus",Secondary School,Coed,Bathurst ,-33.4134,149.5697
1811,Bowral High School,Secondary School,Coed,Bowral ,-34.4888,150.4234
1812,Broken Hill High School,Secondary School,Coed, Broken Hill,-31.9601,141.457
1813,Canterbury Boys High School,Secondary School,Boys,Canterbury ,-33.9042,151.1239
1814,Cessnock High School,Secondary School,Coed,Cessnock ,-32.843,151.3685
1815,Coffs Harbour High School,Secondary School,Coed,Coffs Harbour,-30.3053,153.1358
1816,Dubbo College Senior Campus,Secondary School,Coed,Dubbo,-32.233,148.6255
1817,Farrer Memorial Agricultural High School,Secondary School,Boys,Tamworth,-31.1385,150.98
1818,Glen Innes High School,Secondary School,Coed,Glen Innes ,-29.7443,151.7425
1819,Gosford High School,Secondary School,Coed,Gosford ,-33.4172,151.3414
1820,Goulburn High School,Secondary School,Coed,Goulburn ,-34.7469,149.7112
1821,Grafton High School,Secondary School,Coed,Grafton,-29.6821,152.9325
1822,Griffith High School,Secondary School,Coed,Griffith ,-34.2922,146.0396
1823,Hay War Memorial High School,Secondary School,Coed,Hay ,-34.5047,144.8393
1824,Hornsby Girls High School,Secondary School,Girls,Hornsby ,-33.7066,151.1011
1825,Hurlstone Agricultural High School,Secondary School,Coed,Glenfield ,-33.9704,150.8936
1826,Inverell High School,Secondary School,Coed,Inverell ,-29.7657,151.1108
1827,Kempsey High School,Secondary School,Coed,Kempsey ,-31.0681,152.8242
1828,"The Rivers Secondary College, Lismore High Campus",Secondary School,Coed,Lismore ,-28.8208,153.2973
1829,Lithgow High School,Secondary School,Coed,Lithgow ,-33.4857,150.1663
1830,Maitland High School,Secondary School,Coed,East Maitland,-32.7474,151.5973
1831,Maitland Grossmann High School,Secondary School,Coed,East Maitland,-32.7435,151.5915
1832,Mudgee High School,Secondary School,Coed,Mudgee ,-32.5978,149.5836
1833,Murwillumbah High School,Secondary School,Coed,Murwillumbah ,-28.336,153.3916
1834,North Sydney Boys High School,Secondary School,Boys,Crows Nest,-33.8293,151.2077
1835,North Sydney Girls High School,Secondary School,Girls,Crows Nest ,-33.8302,151.2034
1836,Orange High School,Secondary School,Coed,Orange ,-33.2804,149.0844
1837,Parramatta High School,Secondary School,Coed,Parramatta ,-33.8179,150.9961
1838,St George Girls High School,Secondary School,Girls,Kogarah ,-33.9591,151.136
1839,Sydney Boys High School,Secondary School,Boys,Moore Park,-33.8922,151.2189
1840,Sydney Girls High School,Secondary School,Girls,Surry Hills ,-33.8942,151.2204
1841,Tamworth High School,Secondary School,Coed,South Tamworth,-31.1058,150.9169
1842,Taree High School,Secondary School,Coed,Taree ,-31.9099,152.4639
1843,Sydney Technical High School,Secondary School,Boys,Bexley ,-33.9631,151.1143
1844,Wagga Wagga High School,Secondary School,Coed,Wagga Wagga ,-35.1244,147.3644
1845,Wollongong High School of the Performing Arts,Secondary School,Coed,Fairy Meadow,-34.4064,150.8892
1846,Yanco Agricultural High School,Secondary School,Coed,Yanco ,-34.6322,146.3837
1847,Parkes High School,Secondary School,Coed,Parkes ,-33.1388,148.1803
1848,Conservatorium High School,Secondary School,Coed,Sydney,-33.8634,151.2141
1849,Cowra High School,Secondary School,Coed,Cowra ,-33.8141,148.6884
1850,Katoomba High School,Secondary School,Coed,Katoomba ,-33.7274,150.3144
1851,Homebush Boys High School,Secondary School,Boys,Homebush ,-33.8661,151.0771
1852,Burwood Girls High School,Secondary School,Girls,Croydon,-33.8753,151.113
1853,Casino High School,Secondary School,Coed,Casino ,-28.8452,153.0437
1854,Young High School,Secondary School,Coed,Young ,-34.3171,148.2917
1855,Leeton High School,Secondary School,Coed,Leeton,-34.5468,146.406
1856,Narrandera High School,Secondary School,Coed,Narrandera,-34.7442,146.5672
1857,Willoughby Girls High School,Secondary School,Girls,Willoughby ,-33.8031,151.2
1858,Randwick Boys High School,Secondary School,Boys,Randwick ,-33.9247,151.2388
1859,Macksville High School,Secondary School,Coed,Macksville,-30.7149,152.917
1860,Penrith High School,Secondary School,Coed,Penrith ,-33.7567,150.7065
1861,Muswellbrook High School,Secondary School,Coed,Muswellbrook ,-32.2687,150.8976
1862,Bega High School,Secondary School,Coed,Bega ,-36.6785,149.8388
1863,Wyong High School,Secondary School,Coed,Wyong,-33.2813,151.4179
1864,Temora High School,Secondary School,Coed,Temora ,-34.4419,147.5395
1865,Strathfield Girls High School,Secondary School,Girls,Strathfield ,-33.8739,151.0846
1866,Narrabri High School,Secondary School,Coed,Narrabri ,-30.3355,149.7827
1867,Kiama High School,Secondary School,Coed,Kiama ,-34.6807,150.8472
1868,Wauchope High School,Secondary School,Coed,Wauchope ,-31.4509,152.7312
1869,Quirindi High School,Secondary School,Coed,Quirindi ,-31.5016,150.6801
1870,Liverpool Girls High School,Secondary School,Girls,Liverpool ,-33.918,150.9315
1871,Kurri Kurri High School,Secondary School,Coed,Kurri Kurri ,-32.8101,151.4863
1872,Richmond High School,Secondary School,Coed,Richmond ,-33.6005,150.7467
1873,Junee High School,Secondary School,Coed,Junee,-34.8691,147.5928
1874,Campbelltown Performing Arts High School,Secondary School,Coed,Campbelltown ,-34.0601,150.823
1875,Punchbowl Boys High School,Secondary School,Boys,Punchbowl ,-33.924,151.0529
1876,Liverpool Boys High School,Secondary School,Boys,Liverpool ,-33.9172,150.9315
1877,East Hills Girls Technology High School,Secondary School,Girls,Panania ,-33.9569,150.992
1878,Gunnedah High School,Secondary School,Coed,Gunnedah,-30.9826,150.2488
1879,Kyogle High School,Secondary School,Coed,Kyogle ,-28.6258,153.0015
1880,Cootamundra High School,Secondary School,Coed,Cootamundra ,-34.6354,148.0172
1881,Corrimal High School,Secondary School,Coed,Corrimal ,-34.3742,150.9107
1882,Mullumbimby High School,Secondary School,Coed,Mullumbimby ,-28.5586,153.4946
1883,Forbes High School,Secondary School,Coed,Forbes ,-33.3646,148.0114
1884,Monaro High School,Secondary School,Coed,Cooma North,-36.2167,149.134
1885,Wellington High School,Secondary School,Coed,Wellington ,-32.5467,148.9478
1886,Nowra High School,Secondary School,Coed,Nowra ,-34.873,150.6094
1887,Singleton High School,Secondary School,Coed,Singleton,-32.5697,151.1776
1888,Belmont High School,Secondary School,Coed,Belmont,-33.0271,151.6601
1889,Dapto High School,Secondary School,Coed,Dapto ,-34.4991,150.7859
1890,Illawarra Sports High School,Secondary School,Coed,Berkeley ,-34.4809,150.8533
1891,East Hills Boys High School,Secondary School,Boys,Panania ,-33.9572,150.9941
1892,Hunters Hill High School,Secondary School,Coed,Hunters Hill ,-33.8327,151.1485
1893,Cheltenham Girls High School,Secondary School,Girls,Beecroft ,-33.7563,151.0741
1894,Cabramatta High School,Secondary School,Coed,Cabramatta ,-33.9014,150.9289
1895,Lake Macquarie High School,Secondary School,Coed,Booragul ,-32.9756,151.6139
1896,Normanhurst Boys High School,Secondary School,Boys,Normanhurst,-33.7215,151.1015
1897,Birrong Boys High School,Secondary School,Boys,Birrong ,-33.894,151.025
1898,"The Rivers Secondary College, Richmond River High Campus",Secondary School,Coed,North Lismore ,-28.7988,153.2796
1899,Picton High School,Secondary School,Coed,Picton ,-34.1945,150.6084
1900,Queanbeyan High School,Secondary School,Coed,Queanbeyan ,-35.3532,149.2205
1901,Camden High School,Secondary School,Coed,Camden ,-34.0768,150.6785
1902,Deniliquin High School,Secondary School,Coed,Deniliquin ,-35.5363,144.9613
1903,Hunter River High School,Secondary School,Coed,Heatherbrae ,-32.7823,151.7333
1904,Randwick Girls High School,Secondary School,Girls,Randwick ,-33.9218,151.2394
1905,Kingsgrove North High School,Secondary School,Coed,Kingsgrove,-33.934,151.0976
1906,Asquith Girls High School,Secondary School,Girls,Asquith ,-33.6897,151.1127
1907,Bass High School,Secondary School,Coed,Bass Hill,-33.8979,150.9894
1908,Blacktown Girls High School,Secondary School,Girls,Blacktown ,-33.762,150.9108
1909,Marsden High School,Secondary School,Coed,West Ryde ,-33.8033,151.0711
1910,Merrylands High School,Secondary School,Coed,Merrylands ,-33.8408,150.9696
1911,Northmead Creative and Performing Arts High School,Secondary School,Coed,Northmead ,-33.7881,150.9997
1912,Port Hacking High School,Secondary School,Coed,Miranda,-34.0324,151.0973
1913,Seven Hills High School,Secondary School,Coed,Seven Hills,-33.7627,150.9449
1914,Chatswood High School,Secondary School,Coed,Chatswood ,-33.8,151.1753
1915,Hunter Sports High School,Secondary School,Coed,Gateshead ,-32.9855,151.6911
1916,James Ruse Agricultural High School,Secondary School,Coed,Carlingford ,-33.7806,151.0432
1917,Blakehurst High School,Secondary School,Coed,Blakehurst ,-33.9804,151.1132
1918,Caringbah High School,Secondary School,Coed,Caringbah,-34.0349,151.1204
1919,Moorefield Girls High School,Secondary School,Girls,Kogarah ,-33.9683,151.1377
1920,Riverside Girls High School,Secondary School,Girls,Gladesville,-33.8401,151.1415
1921,Blacktown Boys High School,Secondary School,Boys,Blacktown ,-33.7621,150.9125
1922,Asquith Boys High School,Secondary School,Boys,Asquith ,-33.6923,151.103
1923,Heathcote High School,Secondary School,Coed,Heathcote,-34.0823,151.0144
1924,Kingsgrove High School,Secondary School,Coed,Kingsgrove,-33.9485,151.1017
1925,Matraville Sports High School,Secondary School,Coed,Chifley ,-33.9647,151.2446
1926,Sir Joseph Banks High School,Secondary School,Coed,Revesby ,-33.9397,151.0209
1927,Strathfield South High School,Secondary School,Coed,Enfield ,-33.8854,151.0712
1928,Auburn Girls High School,Secondary School,Girls,Auburn ,-33.8429,151.0337
1929,Bankstown Girls High School,Secondary School,Girls,Bankstown ,-33.9208,151.0321
1930,Beverly Hills Girls High School,Secondary School,Girls,Beverly Hills ,-33.9485,151.0786
1931,Bellingen High School,Secondary School,Coed,Bellingen ,-30.4551,152.9084
1932,Callaghan College Wallsend Campus,Secondary School,Coed,Wallsend ,-32.8929,151.6693
1933,Bonnyrigg High School,Secondary School,Coed,Bonnyrigg ,-33.895,150.8932
1934,Cronulla High School,Secondary School,Coed,Cronulla ,-34.0384,151.1591
1935,Ingleburn High School,Secondary School,Coed,Ingleburn ,-34.0051,150.8715
1936,J J Cahill Memorial High School,Secondary School,Coed,Rosebery ,-33.9274,151.2018
1937,Sefton High School,Secondary School,Coed,Sefton,-33.8795,151.0088
1938,James Fallon High School,Secondary School,Coed,North Albury,-36.0602,146.929
1939,Glenwood High School,Secondary School,Coed,Glenwood ,-33.733,150.9374
1940,Chester Hill High School,Secondary School,Coed,Chester Hill ,-33.874,150.9954
1941,Wee Waa High School,Secondary School,Coed,Wee Waa ,-30.2198,149.457
1942,Lucas Heights Community School,Central/Community School,Coed,Barden Ridge ,-34.0358,151.0048
1943,Coffs Harbour Senior College,Secondary School,Coed,Coffs Harbour,-30.3302,153.1027
1944,Cecil Hills High School,Secondary School,Coed,Cecil Hills ,-33.8957,150.852
1945,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Secondary School,Coed,Tumbi Umbi ,-33.3956,151.4541
1946,Glenmore Park High School,Secondary School,Coed,Glenmore Park ,-33.791,150.6726
1947,Wyndham College,Secondary School,Coed,Quakers Hill ,-33.724,150.8753
1948,Wadalba Community School,Central/Community School,Coed,Wadalba ,-33.2648,151.4674
1949,Lake Munmorah High School,Secondary School,Coed,Lake Munmorah,-33.1897,151.5737
1950,Camden Haven High School,Secondary School,Coed,Laurieton ,-31.6394,152.7361
1951,Great Lakes College Senior Campus,Secondary School,Coed,Tuncurry,-32.1705,152.5012
1952,Banora Point High School,Secondary School,Coed,Banora Point ,-28.2155,153.5253
1953,Georges River College Oatley Senior Campus,Secondary School,Coed,Oatley ,-33.977,151.0814
1954,Mount Annan High School,Secondary School,Coed,Mount Annan ,-34.0574,150.7607
1955,Cleveland Street Intensive English High School,Secondary School,Coed,Surry Hills,-33.8891,151.2058
1956,Great Lakes College Tuncurry Campus,Secondary School,Coed,Tuncurry,-32.1706,152.5013
1957,John Edmondson High School,Secondary School,Coed,Horningsea Park,-33.946,150.8432
1958,Rouse Hill High School,Secondary School,Coed,Rouse Hill,-33.6881,150.9343
1959,Kariong Mountains High School,Secondary School,Coed,Kariong,-33.4304,151.2961
1960,Corowa High School,Secondary School,Coed,Corowa ,-35.993,146.3816
1961,The Henry Lawson High School,Secondary School,Coed,Grenfell ,-33.9027,148.1635
1962,Kandos High School,Secondary School,Coed,Kandos ,-32.8557,149.9746
1963,Kogarah High School,Secondary School,Coed,Kogarah ,-33.9612,151.1342
1964,Moree Secondary College Albert St Campus,Secondary School,Coed,Moree ,-29.4664,149.8423
1965,Mosman High School,Secondary School,Coed,Mosman,-33.8297,151.2434
1966,Murrumburrah High School,Secondary School,Coed,Harden ,-34.5592,148.3698
1967,Yass High School,Secondary School,Coed,Yass ,-34.8355,148.9111
1968,Tumut High School,Secondary School,Coed,Tumut,-35.3122,148.2193
1969,Condobolin High School,Secondary School,Coed,Condobolin,-33.0918,147.1432
1970,Coonabarabran High School,Secondary School,Coed,Coonabarabran,-31.2831,149.2851
1971,Gilgandra High School,Secondary School,Coed,Gilgandra,-31.7034,148.6665
1972,Nyngan High School,Secondary School,Coed,Nyngan,-31.5614,147.1889
1973,Bourke High School,Secondary School,Coed,Bourke ,-30.0915,145.9488
1974,Cobar High School,Secondary School,Coed,Cobar ,-31.5016,145.8279
1975,Blayney High School,Secondary School,Coed,Blayney ,-33.531,149.2511
1976,Tenterfield High School,Secondary School,Coed,Tenterfield,-29.0537,152.0168
1977,Finley High School,Secondary School,Coed,Finley ,-35.6404,145.5713
1978,Maclean High School,Secondary School,Coed,Maclean ,-29.4664,153.2015
1979,"Hastings Secondary College, Port Macquarie Campus",Secondary School,Coed,Port Macquarie ,-31.4333,152.9207
1980,Moruya High School,Secondary School,Coed,Moruya,-35.9202,150.0802
1981,Tweed River High School,Secondary School,Coed,Tweed Heads South,-28.1957,153.541
1982,Gloucester High School,Secondary School,Coed,Gloucester ,-32.0167,151.9595
1983,The Forest High School,Secondary School,Coed,Frenchs Forest ,-33.7503,151.2298
1984,Five Islands Secondary College,Secondary School,Coed,Port Kembla,-34.4893,150.9135
1985,Brisbane Water Secondary College Woy Woy Campus,Secondary School,Coed,Woy Woy ,-33.4927,151.3236
1986,Picnic Point High School,Secondary School,Coed,Panania ,-33.9643,151.0115
1987,Pittwater High School,Secondary School,Coed,Mona Vale ,-33.6683,151.3027
1988,Bankstown Senior College,Secondary School,Coed,Bankstown ,-33.9291,151.0226
1989,Castle Hill High School,Secondary School,Coed,Castle Hill ,-33.7266,150.9995
1990,Nepean Creative and Performing Arts High School,Secondary School,Coed,Emu Plains ,-33.7477,150.6689
1991,Westfields Sports High School,Secondary School,Coed,Fairfield West,-33.8669,150.9204
1992,Greystanes High School,Secondary School,Coed,Greystanes ,-33.8125,150.9404
1993,Gymea Technology High School,Secondary School,Coed,Gymea ,-34.03,151.0834
1994,Moss Vale High School,Secondary School,Coed,Moss Vale ,-34.5515,150.3853
1995,Swansea High School,Secondary School,Coed,Caves Beach ,-33.1042,151.6398
1996,Whitebridge High School,Secondary School,Coed,Whitebridge ,-32.972,151.7122
1997,Wingham High School,Secondary School,Coed,Wingham ,-31.8674,152.3823
1998,West Wyalong High School,Secondary School,Coed,West Wyalong ,-33.9158,147.202
1999,Canley Vale High School,Secondary School,Coed,Canley Vale ,-33.8846,150.9517
2000,Miller High School,Secondary School,Coed,Miller ,-33.9236,150.8811
2001,Pendle Hill High School,Secondary School,Coed,Wentworthville ,-33.7939,150.9622
2002,Windsor High School,Secondary School,Coed,Mcgraths Hill ,-33.6187,150.8336
2003,Ashcroft High School,Secondary School,Coed,Ashcroft,-33.9204,150.8973
2004,Condell Park High School,Secondary School,Coed,Condell Park,-33.9236,151.0018
2005,Doonside High School,Secondary School,Coed,Doonside ,-33.7547,150.8742
2006,St Ives High School,Secondary School,Coed,St Ives ,-33.7401,151.1671
2007,Lurnea High School,Secondary School,Coed,Lurnea,-33.9417,150.896
2008,Mitchell High School,Secondary School,Coed,Blacktown ,-33.7848,150.916
2009,Endeavour Sports High School,Secondary School,Coed,Caringbah ,-34.0301,151.1172
2010,Erina High School,Secondary School,Coed,Erina ,-33.4403,151.3815
2011,South Grafton High School,Secondary School,Coed,South Grafton ,-29.7142,152.9294
2012,Mount Austin High School,Secondary School,Coed,Wagga Wagga ,-35.1419,147.3539
2013,Georges River College Peakhurst Campus,Secondary School,Coed,Peakhurst ,-33.9669,151.056
2014,Scone High School,Secondary School,Coed,Scone ,-32.0581,150.8731
2015,Woonona High School,Secondary School,Coed,Woonona ,-34.345,150.9101
2016,West Wallsend High School,Secondary School,Coed,West Wallsend ,-32.9106,151.5811
2017,The Hills Sports High School,Secondary School,Coed,Seven Hills ,-33.7822,150.9388
2018,Morisset High School,Secondary School,Coed,Morisset ,-33.1047,151.4866
2019,Chatham High School,Secondary School,Coed,Taree ,-31.8958,152.4809
2020,Ryde Secondary College,Secondary School,Coed,Ryde,-33.8133,151.1192
2021,Ku-ring-gai High School,Secondary School,Coed,North Turramurra,-33.691,151.1538
2022,Dubbo College South Campus,Secondary School,Coed,Dubbo ,-32.2708,148.6107
2023,Warilla High School,Secondary School,Coed,Barrack Heights ,-34.5638,150.858
2024,Evans High School,Secondary School,Coed,Blacktown,-33.7865,150.8897
2025,Killarney Heights High School,Secondary School,Coed,Killarney Heights ,-33.7719,151.2152
2026,Kotara High School,Secondary School,Coed,Adamstown ,-32.9471,151.7069
2027,Holroyd High School,Secondary School,Coed,Greystanes ,-33.8329,150.9511
2028,Engadine High School,Secondary School,Coed,Engadine ,-34.0621,151.0193
2029,Woolooware High School,Secondary School,Coed,Woolooware ,-34.0398,151.1456
2030,Turramurra High School,Secondary School,Coed,South Turramurra,-33.7573,151.1148
2031,Granville South Creative and Performing Arts High School,Secondary School,Coed,Guildford,-33.8606,150.9976
2032,Kirrawee High School,Secondary School,Coed,Kirrawee ,-34.0435,151.0735
2033,Pennant Hills High School,Secondary School,Coed,Pennant Hills ,-33.7337,151.0611
2034,Francis Greenway High School,Secondary School,Coed,Beresfield ,-32.797,151.6608
2035,Warners Bay High School,Secondary School,Coed,Warners Bay ,-32.9677,151.6537
2036,Gundagai High School,Secondary School,Coed,Gundagai,-35.0571,148.0994
2037,Colyton High School,Secondary School,Coed,St Marys,-33.7776,150.7973
2038,Canobolas Rural Technology High School,Secondary School,Coed,Orange ,-33.2918,149.1217
2039,Springwood High School,Secondary School,Coed,Springwood,-33.6851,150.5506
2040,Carlingford High School,Secondary School,Coed,Carlingford ,-33.7654,151.0508
2041,Bomaderry High School,Secondary School,Coed,Bomaderry ,-34.844,150.6027
2042,Figtree High School,Secondary School,Coed,Figtree ,-34.4384,150.8552
2043,Tumbarumba High School,Secondary School,Coed,Tumbarumba ,-35.7831,148.0182
2044,Coonamble High School,Secondary School,Coed,Coonamble ,-30.9558,148.3914
2045,Crookwell High School,Secondary School,Coed,Crookwell,-34.4528,149.467
2046,Dorrigo High School,Secondary School,Coed,Dorrigo ,-30.3392,152.7055
2047,Barrenjoey High School,Secondary School,Coed,Avalon ,-33.6312,151.3339
2048,Oxley High School,Secondary School,Coed,North Tamworth,-31.0779,150.9391
2049,Fairvale High School,Secondary School,Coed,Fairfield West ,-33.8736,150.9295
2050,Killara High School,Secondary School,Coed,Killara ,-33.7566,151.1741
2051,Kingswood High School,Secondary School,Coed,Kingswood ,-33.7704,150.7153
2052,Chifley College Mount Druitt Campus,Secondary School,Coed,Mount Druitt ,-33.7447,150.8129
2053,James Busby High School,Secondary School,Coed,Green Valley ,-33.909,150.874
2054,Barham High School,Secondary School,Coed,Barham ,-35.623,144.132
2055,Narromine High School,Secondary School,Coed,Narromine,-32.2297,148.2426
2056,Sylvania High School,Secondary School,Coed,Sylvania,-34.0174,151.1035
2057,Baulkham Hills High School,Secondary School,Coed,Baulkham Hills ,-33.7502,150.9915
2058,Tuggerah Lakes Secondary College The Entrance Campus,Secondary School,Coed, Shelly Beach,-33.3713,151.4766
2059,Glendale High School,Secondary School,Coed,Glendale ,-32.9259,151.6429
2060,Henry Kendall High School,Secondary School,Coed,Gosford ,-33.4208,151.3345
2061,Mulwaree High School,Secondary School,Coed,Goulburn ,-34.7282,149.7302
2062,Orara High School,Secondary School,Coed,Coffs Harbour ,-30.2828,153.1129
2063,Wade High School,Secondary School,Coed,Griffith ,-34.2823,146.0707
2064,Moree Secondary College Carol Ave Campus,Secondary School,Coed,Moree East,-29.4821,149.8408
2065,Dungog High School,Secondary School,Coed,Dungog,-32.3968,151.7504
2066,Chifley College Senior Campus,Secondary School,Coed,Mount Druitt,-33.7693,150.8298
2067,Lake Illawarra High School,Secondary School,Coed,Lake Illawarra ,-34.5418,150.8504
2068,Walgett Community College - High School,Secondary School,Coed,Walgett ,-30.0271,148.119
2069,Casula High School,Secondary School,Coed,Casula ,-33.9512,150.8937
2070,Kellyville High School,Secondary School,Coed,Kellyville ,-33.7078,150.9699
2071,Davidson High School,Secondary School,Coed,Frenchs Forest ,-33.7447,151.2055
2072,Warrawong High School,Secondary School,Coed,Warrawong ,-34.4802,150.8752
2073,Galston High School,Secondary School,Coed,Galston ,-33.6609,151.0423
2074,Lambton High School,Secondary School,Coed,Lambton ,-32.9179,151.722
2075,Kooringal High School,Secondary School,Coed,Kooringal,-35.1429,147.3815
2076,Sydney Secondary College Balmain Campus,Secondary School,Coed,Rozelle ,-33.8585,151.1701
2077,Hoxton Park High School,Secondary School,Coed,Hinchinbrook ,-33.92,150.8616
2078,Bombala High School,Secondary School,Coed,Bombala ,-36.9176,149.2319
2079,Eden Marine High School,Secondary School,Coed,Eden ,-37.055,149.9073
2080,Chifley College Dunheved Campus,Secondary School,Coed,North St Marys,-33.7496,150.7831
2081,Kanahooka High School,Secondary School,Coed,Kanahooka ,-34.4947,150.8054
2082,Macintyre High School,Secondary School,Coed,Inverell,-29.7675,151.1292
2083,Willyama High School,Secondary School,Coed,Broken Hill ,-31.9366,141.473
2084,Duval High School,Secondary School,Coed,Armidale ,-30.4944,151.6643
2085,Airds High School,Secondary School,Coed,Campbelltown,-34.0869,150.8271
2086,Coomealla High School,Secondary School,Coed,Dareton ,-34.096,142.0603
2087,Ulladulla High School,Secondary School,Coed,Ulladulla ,-35.3582,150.4702
2088,Chifley College Shalvey Campus,Secondary School,Coed,Shalvey ,-33.7308,150.8057
2089,James Meehan High School,Secondary School,Coed,Macquarie Fields ,-33.9883,150.8923
2090,Muirfield High School,Secondary School,Coed,North Rocks ,-33.7647,151.0223
2091,Model Farms High School,Secondary School,Coed,Baulkham Hills ,-33.7694,150.9714
2092,Girraween High School,Secondary School,Coed,Girraween,-33.7999,150.9446
2093,Moorebank High School,Secondary School,Coed,Moorebank ,-33.9258,150.9587
2094,Tomaree High School,Secondary School,Coed,Salamander Bay ,-32.7359,152.1122
2095,Billabong High School,Secondary School,Coed,Culcairn ,-35.6609,147.0439
2096,Fort Street High School,Secondary School,Coed,Petersham ,-33.8902,151.1529
2097,Murray High School,Secondary School,Coed,Lavington ,-36.0352,146.9464
2098,Tempe High School,Secondary School,Coed,Tempe ,-33.9198,151.1609
2099,Sydney Secondary College Leichhardt Campus,Secondary School,Coed,Leichhardt ,-33.8795,151.159
2100,Callaghan College Waratah Technology Campus,Secondary School,Coed,Waratah ,-32.9047,151.7292
2101,Newcastle High School,Secondary School,Coed,Hamilton,-32.9317,151.7584
2102,Merewether High School,Secondary School,Coed,Broadmeadow,-32.9297,151.7348
2103,Northern Beaches Secondary College Cromer Campus,Secondary School,Coed,Cromer ,-33.7378,151.2845
2104,Narrabeen Sports High School,Secondary School,Coed,North Narrabeen,-33.7009,151.2984
2105,Brisbane Water Secondary College Umina Campus,Secondary School,Coed,Umina ,-33.5074,151.3081
2106,Plumpton High School,Secondary School,Coed,Plumpton ,-33.7481,150.8355
2107,Gorokan High School,Secondary School,Coed,Lake Haven,-33.2422,151.5082
2108,Cambridge Park High School,Secondary School,Coed,Cambridge Park ,-33.7522,150.7329
2109,"Denison College of Secondary Education, Kelso High Campus",Secondary School,Coed,Kelso ,-33.4105,149.6144
2110,Canowindra High School,Secondary School,Coed,Canowindra,-33.5589,148.6709
2111,Warialda High School,Secondary School,Coed,Warialda ,-29.5479,150.5748
2112,"The Rivers Secondary College, Kadina High Campus",Secondary School,Coed,Goonellabah ,-28.8179,153.3386
2113,Elderslie High School,Secondary School,Coed,Elderslie,-34.0526,150.7153
2114,Blaxland High School,Secondary School,Coed,Blaxland ,-33.7542,150.6086
2115,Karabar High School,Secondary School,Coed,Queanbeyan ,-35.3653,149.2248
2116,Peel High School,Secondary School,Coed,Tamworth ,-31.0998,150.893
2117,Colo High School,Secondary School,Coed,North Richmond,-33.5694,150.7082
2118,Toormina High School,Secondary School,Coed,Toormina ,-30.351,153.0844
2119,Chifley College Bidwill Campus,Secondary School,Coed,Bidwill ,-33.7339,150.8273
2120,Newtown High School of Performing Arts,Secondary School,Coed,Newtown ,-33.8995,151.1783
2121,St Johns Park High School,Secondary School,Coed,St Johns Park ,-33.8731,150.892
2122,Leumeah High School,Secondary School,Coed,Leumeah ,-34.0543,150.8474
2123,Terrigal High School,Secondary School,Coed,Terrigal ,-33.4422,151.4293
2124,Great Lakes College Forster Campus,Secondary School,Coed,Forster ,-32.2157,152.5279
2125,Concord High School,Secondary School,Coed,Concord ,-33.8641,151.1093
2126,Narooma High School,Secondary School,Coed,Narooma ,-36.2355,150.1286
2127,Sydney Secondary College Blackwattle Bay Campus,Secondary School,Coed,Glebe ,-33.8751,151.1884
2128,Marrickville High School,Secondary School,Coed,Marrickville ,-33.9058,151.156
2129,Keira High School,Secondary School,Coed,Fairy Meadow ,-34.4053,150.8865
2130,Smiths Hill High School,Secondary School,Coed,Wollongong ,-34.4189,150.8956
