Suburb,Date,Number of Sales,Price
ABBOTSBURY (2176) (House),Oct '07 - Sep '08,58  ,522000  
ARNDELL PARK (2148) (House),Oct '07 - Sep '08,0  ,
ASQUITH (2077) (House),Oct '07 - Sep '08,37  ,550000  
BALGOWLAH (2093) (House),Oct '07 - Sep '08,69  ,12000000  
BAULKHAM HILLS (2153) (House),Oct '07 - Sep '08,381  ,525000  
BEXLEY (2207) (House),Oct '07 - Sep '08,144  ,534000  
BRIGHTON-LE-SANDS (2216) (House),Oct '07 - Sep '08,44  ,753000  
CANTERBURY (2193) (House),Oct '07 - Sep '08,39  ,563000  
CLOVELLY (2031) (House),Oct '07 - Sep '08,48  ,166000000  
DACEYVILLE (2032) (House),Oct '07 - Sep '08,7  ,655000  
DRUMMOYNE (2047) (House),Oct '07 - Sep '08,85  ,955000  
EDGECLIFF (2027) (House),Oct '07 - Sep '08,13  ,118000000  
FORESTVILLE (2087) (House),Oct '07 - Sep '08,100  ,780000  
FRESHWATER (2096) (House),Oct '07 - Sep '08,97  ,105000000  
JORDAN SPRINGS (NA) (House),Oct '07 - Sep '08,0  ,
KOGARAH (2217) (House),Oct '07 - Sep '08,54  ,599000  
LINDFIELD (2070) (House),Oct '07 - Sep '08,106  ,138000000  
MANLY (2095) (House),Oct '07 - Sep '08,67  ,144000000  
MENAI (2234) (House),Oct '07 - Sep '08,108  ,598000  
MONTEREY (2217) (House),Oct '07 - Sep '08,32  ,842000  
NEWINGTON (2127) (House),Oct '07 - Sep '08,84  ,669000  
OYSTER BAY (2225) (House),Oct '07 - Sep '08,83  ,640000  
PENRITH (2750) (House),Oct '07 - Sep '08,113  ,312000  
PUNCHBOWL (2196) (House),Oct '07 - Sep '08,132  ,394000  
RAMSGATE (2217) (House),Oct '07 - Sep '08,11  ,618000  
RIVERWOOD (2210) (House),Oct '07 - Sep '08,84  ,452000  
ROSEHILL (2142) (House),Oct '07 - Sep '08,10  ,410000  
SEVEN HILLS (2147) (House),Oct '07 - Sep '08,239  ,360000  
ST PETERS (2044) (House),Oct '07 - Sep '08,38  ,556000  
SYDENHAM (2044) (House),Oct '07 - Sep '08,10  ,505000  
TEMPE (2044) (House),Oct '07 - Sep '08,44  ,512000  
VILLAWOOD (2163) (House),Oct '07 - Sep '08,45  ,285000  
WATSONS BAY (2030) (House),Oct '07 - Sep '08,6  ,321000000  
WOLLI CREEK (2205) (House),Oct '07 - Sep '08,2  ,462000  
WOOLWICH (2110) (House),Oct '07 - Sep '08,6  ,286000000  
ALEXANDRIA (2015) (House),Oct '07 - Sep '08,87  ,720000  
ANGUS (2765) (House),Oct '07 - Sep '08,1  ,135000  
ARTARMON (2064) (House),Oct '07 - Sep '08,38  ,136000000  
AUBURN (2144) (House),Oct '07 - Sep '08,212  ,398000  
BALMAIN EAST (2041) (House),Oct '07 - Sep '08,22  ,146000000  
BEACON HILL (2100) (House),Oct '07 - Sep '08,78  ,778000  
BIRCHGROVE (2041) (House),Oct '07 - Sep '08,50  ,126000000  
BONDI JUNCTION (2022) (House),Oct '07 - Sep '08,84  ,101000000  
CARSS PARK (2221) (House),Oct '07 - Sep '08,14  ,900000  
COLLAROY (2097) (House),Oct '07 - Sep '08,67  ,129000000  
DARLINGHURST (2010) (House),Oct '07 - Sep '08,75  ,865000  
DULWICH HILL (2203) (House),Oct '07 - Sep '08,94  ,652000  
ENMORE (2042) (House),Oct '07 - Sep '08,79  ,635000  
FRENCHS FOREST (2086) (House),Oct '07 - Sep '08,176  ,776000  
GREENACRE (2190) (House),Oct '07 - Sep '08,217  ,420000  
KELLYVILLE (2155) (House),Oct '07 - Sep '08,261  ,550000  
KURNELL (2231) (House),Oct '07 - Sep '08,39  ,505000  
LIVERPOOL (2170) (House),Oct '07 - Sep '08,115  ,323000  
MAROUBRA (2035) (House),Oct '07 - Sep '08,227  ,875000  
MILLERS POINT (2000) (House),Oct '07 - Sep '08,0  ,
MOORE PARK (2021) (House),Oct '07 - Sep '08,0  ,
NEWPORT (2106) (House),Oct '07 - Sep '08,118  ,1000000  
PADDINGTON (2021) (House),Oct '07 - Sep '08,247  ,13000000  
PENSHURST (2222) (House),Oct '07 - Sep '08,76  ,632000  
PYMBLE (2073) (House),Oct '07 - Sep '08,167  ,113000000  
RANDWICK (2031) (House),Oct '07 - Sep '08,166  ,126000000  
ROCKDALE (2216) (House),Oct '07 - Sep '08,55  ,525000  
ROUSE HILL (2155) (House),Oct '07 - Sep '08,129  ,539000  
SILVERWATER (2128) (House),Oct '07 - Sep '08,16  ,440000  
STANMORE (2048) (House),Oct '07 - Sep '08,80  ,810000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '07 - Sep '08,0  ,
THE ROCKS (2000) (House),Oct '07 - Sep '08,0  ,
WAHROONGA (2076) (House),Oct '07 - Sep '08,197  ,835000  
WAVERLEY (2024) (House),Oct '07 - Sep '08,40  ,127000000  
WOOLLAHRA (2025) (House),Oct '07 - Sep '08,93  ,18000000  
YAGOONA (2199) (House),Oct '07 - Sep '08,162  ,370000  
ALFORDS POINT (2234) (House),Oct '07 - Sep '08,23  ,705000  
ANNANDALE (2038) (House),Oct '07 - Sep '08,140  ,776000  
ASHBURY (2193) (House),Oct '07 - Sep '08,31  ,700000  
AUSTRAL (2179) (House),Oct '07 - Sep '08,12  ,845000  
BALMAIN (2041) (House),Oct '07 - Sep '08,151  ,980000  
BEACONSFIELD (2015) (House),Oct '07 - Sep '08,18  ,548000  
BLACKTOWN (2148) (House),Oct '07 - Sep '08,405  ,319000  
BROOKVALE (2100) (House),Oct '07 - Sep '08,5  ,822000  
CASULA (2170) (House),Oct '07 - Sep '08,162  ,385000  
COOGEE (2034) (House),Oct '07 - Sep '08,51  ,133000000  
DEE WHY (2099) (House),Oct '07 - Sep '08,81  ,880000  
EARLWOOD (2206) (House),Oct '07 - Sep '08,188  ,642000  
ERSKINEVILLE (2043) (House),Oct '07 - Sep '08,89  ,656000  
GLADESVILLE (2111) (House),Oct '07 - Sep '08,100  ,871000  
GREENWICH (2065) (House),Oct '07 - Sep '08,48  ,142000000  
KILLARA (2071) (House),Oct '07 - Sep '08,100  ,137000000  
LA PEROUSE (2036) (House),Oct '07 - Sep '08,3  ,936000  
LONGUEVILLE (2066) (House),Oct '07 - Sep '08,29  ,205000000  
MARRICKVILLE (2204) (House),Oct '07 - Sep '08,241  ,600000  
MINCHINBURY (2770) (House),Oct '07 - Sep '08,59  ,360000  
MOUNT DRUITT (2770) (House),Oct '07 - Sep '08,127  ,302000  
NORTH BONDI (2026) (House),Oct '07 - Sep '08,72  ,148000000  
PADSTOW (2211) (House),Oct '07 - Sep '08,120  ,465000  
PETERSHAM (2049) (House),Oct '07 - Sep '08,92  ,726000  
PYRMONT (2009) (House),Oct '07 - Sep '08,23  ,748000  
REDFERN (2016) (House),Oct '07 - Sep '08,95  ,650000  
ROSE BAY (2029) (House),Oct '07 - Sep '08,62  ,2000000  
RUSHCUTTERS BAY (2011) (House),Oct '07 - Sep '08,4  ,782000  
ST ANDREWS (2566) (House),Oct '07 - Sep '08,66  ,285000  
STRATHFIELD (2135) (House),Oct '07 - Sep '08,199  ,105000000  
SYLVANIA (2224) (House),Oct '07 - Sep '08,97  ,645000  
TURRAMURRA (2074) (House),Oct '07 - Sep '08,158  ,940000  
WAREEMBA (2046) (House),Oct '07 - Sep '08,11  ,900000  
WESTMEAD (2145) (House),Oct '07 - Sep '08,40  ,500000  
WOOLLOOMOOLOO (2011) (House),Oct '07 - Sep '08,15  ,610000  
YENNORA (2161) (House),Oct '07 - Sep '08,18  ,282000  
ALLAMBIE HEIGHTS (2100) (House),Oct '07 - Sep '08,80  ,830000  
ANNANGROVE (2156) (House),Oct '07 - Sep '08,10  ,995000  
ASHCROFT (2168) (House),Oct '07 - Sep '08,42  ,258000  
AVALON BEACH (2107) (House),Oct '07 - Sep '08,139  ,101000000  
BANKSTOWN (2200) (House),Oct '07 - Sep '08,141  ,422000  
BELLA VISTA (2153) (House),Oct '07 - Sep '08,116  ,732000  
BONDI (2026) (House),Oct '07 - Sep '08,39  ,136000000  
CABRAMATTA (2166) (House),Oct '07 - Sep '08,102  ,360000  
CHATSWOOD (2067) (House),Oct '07 - Sep '08,135  ,1000000  
CRONULLA (2230) (House),Oct '07 - Sep '08,63  ,101000000  
DOUBLE BAY (2028) (House),Oct '07 - Sep '08,29  ,275000000  
EASTERN CREEK (2766) (House),Oct '07 - Sep '08,15  ,265000  
FAIRFIELD (2165) (House),Oct '07 - Sep '08,125  ,328000  
GLEBE (2037) (House),Oct '07 - Sep '08,98  ,844000  
GYMEA (2227) (House),Oct '07 - Sep '08,55  ,585000  
KINGSFORD (2032) (House),Oct '07 - Sep '08,101  ,880000  
LAKEMBA (2195) (House),Oct '07 - Sep '08,54  ,390000  
MACQUARIE PARK (2113) (House),Oct '07 - Sep '08,2  ,309000000  
MASCOT (2020) (House),Oct '07 - Sep '08,63  ,609000  
MINTO (2566) (House),Oct '07 - Sep '08,91  ,270000  
NARRABEEN (2101) (House),Oct '07 - Sep '08,32  ,985000  
NORTH SYDNEY (2060) (House),Oct '07 - Sep '08,31  ,114000000  
PAGEWOOD (2035) (House),Oct '07 - Sep '08,43  ,845000  
POINT PIPER (2027) (House),Oct '07 - Sep '08,4  ,2127000000  
QUAKERS HILL (2763) (House),Oct '07 - Sep '08,335  ,382000  
REVESBY (2212) (House),Oct '07 - Sep '08,130  ,452000  
ROSEBERY (2018) (House),Oct '07 - Sep '08,51  ,641000  
RYDE (2112) (House),Oct '07 - Sep '08,170  ,716000  
ST IVES (2075) (House),Oct '07 - Sep '08,199  ,956000  
SURRY HILLS (2010) (House),Oct '07 - Sep '08,151  ,772000  
TAMARAMA (2026) (House),Oct '07 - Sep '08,19  ,44000000  
ULTIMO (2007) (House),Oct '07 - Sep '08,18  ,638000  
WARWICK FARM (2170) (House),Oct '07 - Sep '08,18  ,272000  
WILLOUGHBY (2068) (House),Oct '07 - Sep '08,82  ,101000000  
WOOLOOWARE (2230) (House),Oct '07 - Sep '08,40  ,804000  
YOWIE BAY (2228) (House),Oct '07 - Sep '08,31  ,875000  
ALLAWAH (2218) (House),Oct '07 - Sep '08,13  ,598000  
ARCADIA (2159) (House),Oct '07 - Sep '08,20  ,119000000  
ASHFIELD (2131) (House),Oct '07 - Sep '08,89  ,700000  
BADGERYS CREEK (2555) (House),Oct '07 - Sep '08,1  ,107000000  
BARANGAROO (2000) (House),Oct '07 - Sep '08,0  ,
BELLEVUE HILL (2023) (House),Oct '07 - Sep '08,74  ,345000000  
BONDI BEACH (2026) (House),Oct '07 - Sep '08,44  ,128000000  
CAMDEN (2570) (House),Oct '07 - Sep '08,55  ,355000  
CHIFLEY (2036) (House),Oct '07 - Sep '08,22  ,792000  
CROWS NEST (2065) (House),Oct '07 - Sep '08,75  ,910000  
DOVER HEIGHTS (2030) (House),Oct '07 - Sep '08,55  ,246000000  
EASTGARDENS (2036) (House),Oct '07 - Sep '08,11  ,700000  
FIVE DOCK (2046) (House),Oct '07 - Sep '08,76  ,801000  
GLENHAVEN (2156) (House),Oct '07 - Sep '08,70  ,762000  
ILLAWONG (2234) (House),Oct '07 - Sep '08,68  ,676000  
KINGSGROVE (2208) (House),Oct '07 - Sep '08,136  ,580000  
LANE COVE (2066) (House),Oct '07 - Sep '08,69  ,111000000  
MALABAR (2036) (House),Oct '07 - Sep '08,35  ,945000  
MATRAVILLE (2036) (House),Oct '07 - Sep '08,59  ,756000  
MIRANDA (2228) (House),Oct '07 - Sep '08,106  ,590000  
NEUTRAL BAY (2089) (House),Oct '07 - Sep '08,57  ,112000000  
OATLEY (2223) (House),Oct '07 - Sep '08,103  ,840000  
PARRAMATTA (2150) (House),Oct '07 - Sep '08,51  ,460000  
POTTS POINT (2011) (House),Oct '07 - Sep '08,4  ,273000000  
QUEENS PARK (2022) (House),Oct '07 - Sep '08,53  ,157000000  
RIVERVIEW (2066) (House),Oct '07 - Sep '08,39  ,132000000  
ROSEVILLE (2069) (House),Oct '07 - Sep '08,86  ,132000000  
SANS SOUCI (2219) (House),Oct '07 - Sep '08,99  ,728000  
ST MARYS (2760) (House),Oct '07 - Sep '08,136  ,255000  
SUTHERLAND (2232) (House),Oct '07 - Sep '08,47  ,490000  
TAREN POINT (2229) (House),Oct '07 - Sep '08,6  ,785000  
VAUCLUSE (2030) (House),Oct '07 - Sep '08,97  ,312000000  
WATERLOO (2017) (House),Oct '07 - Sep '08,16  ,510000  
WINDSOR (2756) (House),Oct '07 - Sep '08,24  ,410000  
WINDSOR (2756) (House),Oct '07 - Sep '08,24  ,410000  
ZETLAND (2017) (House),Oct '07 - Sep '08,9  ,646000  
AMBARVALE (2560) (House),Oct '07 - Sep '08,74  ,269000  
ARNCLIFFE (2205) (House),Oct '07 - Sep '08,80  ,527000  
ABBOTSBURY (2176) (House),Oct '08 - Sep '09,46  ,517000  
ARNDELL PARK (2148) (House),Oct '08 - Sep '09,0  ,
ASQUITH (2077) (House),Oct '08 - Sep '09,34  ,534000  
BALGOWLAH (2093) (House),Oct '08 - Sep '09,74  ,114000000  
BAULKHAM HILLS (2153) (House),Oct '08 - Sep '09,425  ,528000  
BEXLEY (2207) (House),Oct '08 - Sep '09,179  ,562000  
BRIGHTON-LE-SANDS (2216) (House),Oct '08 - Sep '09,43  ,700000  
CANTERBURY (2193) (House),Oct '08 - Sep '09,42  ,550000  
CLOVELLY (2031) (House),Oct '08 - Sep '09,45  ,154000000  
DACEYVILLE (2032) (House),Oct '08 - Sep '09,7  ,720000  
DRUMMOYNE (2047) (House),Oct '08 - Sep '09,92  ,925000  
EDGECLIFF (2027) (House),Oct '08 - Sep '09,15  ,1000000  
FORESTVILLE (2087) (House),Oct '08 - Sep '09,87  ,793000  
FRESHWATER (2096) (House),Oct '08 - Sep '09,69  ,112000000  
JORDAN SPRINGS (NA) (House),Oct '08 - Sep '09,0  ,
KOGARAH (2217) (House),Oct '08 - Sep '09,65  ,620000  
LINDFIELD (2070) (House),Oct '08 - Sep '09,95  ,131000000  
MANLY (2095) (House),Oct '08 - Sep '09,76  ,134000000  
MENAI (2234) (House),Oct '08 - Sep '09,122  ,594000  
MONTEREY (2217) (House),Oct '08 - Sep '09,35  ,825000  
NEWINGTON (2127) (House),Oct '08 - Sep '09,73  ,640000  
OYSTER BAY (2225) (House),Oct '08 - Sep '09,84  ,601000  
PENRITH (2750) (House),Oct '08 - Sep '09,150  ,310000  
PUNCHBOWL (2196) (House),Oct '08 - Sep '09,232  ,400000  
RAMSGATE (2217) (House),Oct '08 - Sep '09,12  ,616000  
RIVERWOOD (2210) (House),Oct '08 - Sep '09,109  ,470000  
ROSEHILL (2142) (House),Oct '08 - Sep '09,14  ,478000  
SEVEN HILLS (2147) (House),Oct '08 - Sep '09,297  ,358000  
ST PETERS (2044) (House),Oct '08 - Sep '09,59  ,570000  
SYDENHAM (2044) (House),Oct '08 - Sep '09,26  ,504000  
TEMPE (2044) (House),Oct '08 - Sep '09,58  ,515000  
VILLAWOOD (2163) (House),Oct '08 - Sep '09,53  ,329000  
WATSONS BAY (2030) (House),Oct '08 - Sep '09,12  ,664000000  
WOLLI CREEK (2205) (House),Oct '08 - Sep '09,3  ,615000  
WOOLWICH (2110) (House),Oct '08 - Sep '09,10  ,224000000  
ALEXANDRIA (2015) (House),Oct '08 - Sep '09,92  ,722000  
ANGUS (2765) (House),Oct '08 - Sep '09,4  ,408000  
ARTARMON (2064) (House),Oct '08 - Sep '09,42  ,138000000  
AUBURN (2144) (House),Oct '08 - Sep '09,286  ,412000  
BALMAIN EAST (2041) (House),Oct '08 - Sep '09,22  ,147000000  
BEACON HILL (2100) (House),Oct '08 - Sep '09,91  ,750000  
BIRCHGROVE (2041) (House),Oct '08 - Sep '09,42  ,117000000  
BONDI JUNCTION (2022) (House),Oct '08 - Sep '09,55  ,883000  
CARSS PARK (2221) (House),Oct '08 - Sep '09,22  ,852000  
COLLAROY (2097) (House),Oct '08 - Sep '09,61  ,117000000  
DARLINGHURST (2010) (House),Oct '08 - Sep '09,71  ,780000  
DULWICH HILL (2203) (House),Oct '08 - Sep '09,96  ,695000  
ENMORE (2042) (House),Oct '08 - Sep '09,57  ,637000  
FRENCHS FOREST (2086) (House),Oct '08 - Sep '09,231  ,765000  
GREENACRE (2190) (House),Oct '08 - Sep '09,294  ,440000  
KELLYVILLE (2155) (House),Oct '08 - Sep '09,353  ,570000  
KURNELL (2231) (House),Oct '08 - Sep '09,24  ,486000  
LIVERPOOL (2170) (House),Oct '08 - Sep '09,146  ,350000  
MAROUBRA (2035) (House),Oct '08 - Sep '09,198  ,928000  
MILLERS POINT (2000) (House),Oct '08 - Sep '09,2  ,204000000  
MOORE PARK (2021) (House),Oct '08 - Sep '09,0  ,
NEWPORT (2106) (House),Oct '08 - Sep '09,121  ,900000  
PADDINGTON (2021) (House),Oct '08 - Sep '09,245  ,121000000  
PENSHURST (2222) (House),Oct '08 - Sep '09,87  ,600000  
PYMBLE (2073) (House),Oct '08 - Sep '09,148  ,121000000  
RANDWICK (2031) (House),Oct '08 - Sep '09,167  ,117000000  
ROCKDALE (2216) (House),Oct '08 - Sep '09,67  ,530000  
ROUSE HILL (2155) (House),Oct '08 - Sep '09,191  ,525000  
SILVERWATER (2128) (House),Oct '08 - Sep '09,20  ,420000  
STANMORE (2048) (House),Oct '08 - Sep '09,97  ,760000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '08 - Sep '09,0  ,
THE ROCKS (2000) (House),Oct '08 - Sep '09,0  ,
WAHROONGA (2076) (House),Oct '08 - Sep '09,221  ,965000  
WAVERLEY (2024) (House),Oct '08 - Sep '09,34  ,122000000  
WOOLLAHRA (2025) (House),Oct '08 - Sep '09,74  ,188000000  
YAGOONA (2199) (House),Oct '08 - Sep '09,194  ,396000  
ALFORDS POINT (2234) (House),Oct '08 - Sep '09,36  ,652000  
ANNANDALE (2038) (House),Oct '08 - Sep '09,134  ,797000  
ASHBURY (2193) (House),Oct '08 - Sep '09,32  ,690000  
AUSTRAL (2179) (House),Oct '08 - Sep '09,13  ,830000  
BALMAIN (2041) (House),Oct '08 - Sep '09,143  ,910000  
BEACONSFIELD (2015) (House),Oct '08 - Sep '09,14  ,540000  
BLACKTOWN (2148) (House),Oct '08 - Sep '09,570  ,330000  
BROOKVALE (2100) (House),Oct '08 - Sep '09,17  ,670000  
CASULA (2170) (House),Oct '08 - Sep '09,200  ,395000  
COOGEE (2034) (House),Oct '08 - Sep '09,47  ,13000000  
DEE WHY (2099) (House),Oct '08 - Sep '09,69  ,806000  
EARLWOOD (2206) (House),Oct '08 - Sep '09,183  ,655000  
ERSKINEVILLE (2043) (House),Oct '08 - Sep '09,64  ,625000  
GLADESVILLE (2111) (House),Oct '08 - Sep '09,90  ,849000  
GREENWICH (2065) (House),Oct '08 - Sep '09,30  ,134000000  
KILLARA (2071) (House),Oct '08 - Sep '09,101  ,13000000  
LA PEROUSE (2036) (House),Oct '08 - Sep '09,1  ,885000  
LONGUEVILLE (2066) (House),Oct '08 - Sep '09,31  ,202000000  
MARRICKVILLE (2204) (House),Oct '08 - Sep '09,246  ,620000  
MINCHINBURY (2770) (House),Oct '08 - Sep '09,102  ,369000  
MOUNT DRUITT (2770) (House),Oct '08 - Sep '09,162  ,312000  
NORTH BONDI (2026) (House),Oct '08 - Sep '09,96  ,134000000  
PADSTOW (2211) (House),Oct '08 - Sep '09,158  ,485000  
PETERSHAM (2049) (House),Oct '08 - Sep '09,80  ,675000  
PYRMONT (2009) (House),Oct '08 - Sep '09,12  ,620000  
REDFERN (2016) (House),Oct '08 - Sep '09,96  ,755000  
ROSE BAY (2029) (House),Oct '08 - Sep '09,74  ,173000000  
RUSHCUTTERS BAY (2011) (House),Oct '08 - Sep '09,1  ,188000000  
ST ANDREWS (2566) (House),Oct '08 - Sep '09,93  ,320000  
STRATHFIELD (2135) (House),Oct '08 - Sep '09,176  ,105000000  
SYLVANIA (2224) (House),Oct '08 - Sep '09,105  ,660000  
TURRAMURRA (2074) (House),Oct '08 - Sep '09,160  ,908000  
WAREEMBA (2046) (House),Oct '08 - Sep '09,18  ,908000  
WESTMEAD (2145) (House),Oct '08 - Sep '09,36  ,516000  
WOOLLOOMOOLOO (2011) (House),Oct '08 - Sep '09,9  ,775000  
YENNORA (2161) (House),Oct '08 - Sep '09,20  ,334000  
ALLAMBIE HEIGHTS (2100) (House),Oct '08 - Sep '09,84  ,816000  
ANNANGROVE (2156) (House),Oct '08 - Sep '09,21  ,107000000  
ASHCROFT (2168) (House),Oct '08 - Sep '09,52  ,280000  
AVALON BEACH (2107) (House),Oct '08 - Sep '09,177  ,920000  
BANKSTOWN (2200) (House),Oct '08 - Sep '09,229  ,452000  
BELLA VISTA (2153) (House),Oct '08 - Sep '09,111  ,750000  
BONDI (2026) (House),Oct '08 - Sep '09,51  ,125000000  
CABRAMATTA (2166) (House),Oct '08 - Sep '09,136  ,360000  
CHATSWOOD (2067) (House),Oct '08 - Sep '09,135  ,105000000  
CRONULLA (2230) (House),Oct '08 - Sep '09,89  ,11000000  
DOUBLE BAY (2028) (House),Oct '08 - Sep '09,18  ,223000000  
EASTERN CREEK (2766) (House),Oct '08 - Sep '09,14  ,296000  
FAIRFIELD (2165) (House),Oct '08 - Sep '09,158  ,362000  
GLEBE (2037) (House),Oct '08 - Sep '09,84  ,828000  
GYMEA (2227) (House),Oct '08 - Sep '09,59  ,570000  
KINGSFORD (2032) (House),Oct '08 - Sep '09,89  ,103000000  
LAKEMBA (2195) (House),Oct '08 - Sep '09,70  ,429000  
MACQUARIE PARK (2113) (House),Oct '08 - Sep '09,0  ,
MASCOT (2020) (House),Oct '08 - Sep '09,102  ,630000  
MINTO (2566) (House),Oct '08 - Sep '09,164  ,280000  
NARRABEEN (2101) (House),Oct '08 - Sep '09,19  ,111000000  
NORTH SYDNEY (2060) (House),Oct '08 - Sep '09,36  ,101000000  
PAGEWOOD (2035) (House),Oct '08 - Sep '09,43  ,870000  
POINT PIPER (2027) (House),Oct '08 - Sep '09,11  ,955000000  
QUAKERS HILL (2763) (House),Oct '08 - Sep '09,401  ,395000  
REVESBY (2212) (House),Oct '08 - Sep '09,178  ,475000  
ROSEBERY (2018) (House),Oct '08 - Sep '09,58  ,708000  
RYDE (2112) (House),Oct '08 - Sep '09,168  ,688000  
ST IVES (2075) (House),Oct '08 - Sep '09,223  ,960000  
SURRY HILLS (2010) (House),Oct '08 - Sep '09,118  ,778000  
TAMARAMA (2026) (House),Oct '08 - Sep '09,15  ,215000000  
ULTIMO (2007) (House),Oct '08 - Sep '09,15  ,600000  
WARWICK FARM (2170) (House),Oct '08 - Sep '09,20  ,285000  
WILLOUGHBY (2068) (House),Oct '08 - Sep '09,82  ,990000  
WOOLOOWARE (2230) (House),Oct '08 - Sep '09,35  ,795000  
YOWIE BAY (2228) (House),Oct '08 - Sep '09,32  ,949000  
ALLAWAH (2218) (House),Oct '08 - Sep '09,26  ,678000  
ARCADIA (2159) (House),Oct '08 - Sep '09,20  ,11000000  
ASHFIELD (2131) (House),Oct '08 - Sep '09,97  ,672000  
BADGERYS CREEK (2555) (House),Oct '08 - Sep '09,1  ,13000000  
BARANGAROO (2000) (House),Oct '08 - Sep '09,0  ,
BELLEVUE HILL (2023) (House),Oct '08 - Sep '09,75  ,338000000  
BONDI BEACH (2026) (House),Oct '08 - Sep '09,40  ,135000000  
CAMDEN (2570) (House),Oct '08 - Sep '09,69  ,360000  
CHIFLEY (2036) (House),Oct '08 - Sep '09,21  ,740000  
CROWS NEST (2065) (House),Oct '08 - Sep '09,42  ,975000  
DOVER HEIGHTS (2030) (House),Oct '08 - Sep '09,55  ,24000000  
EASTGARDENS (2036) (House),Oct '08 - Sep '09,6  ,706000  
FIVE DOCK (2046) (House),Oct '08 - Sep '09,80  ,825000  
GLENHAVEN (2156) (House),Oct '08 - Sep '09,92  ,761000  
ILLAWONG (2234) (House),Oct '08 - Sep '09,68  ,700000  
KINGSGROVE (2208) (House),Oct '08 - Sep '09,145  ,580000  
LANE COVE (2066) (House),Oct '08 - Sep '09,75  ,1000000  
MALABAR (2036) (House),Oct '08 - Sep '09,26  ,988000  
MATRAVILLE (2036) (House),Oct '08 - Sep '09,67  ,785000  
MIRANDA (2228) (House),Oct '08 - Sep '09,124  ,590000  
NEUTRAL BAY (2089) (House),Oct '08 - Sep '09,51  ,105000000  
OATLEY (2223) (House),Oct '08 - Sep '09,113  ,845000  
PARRAMATTA (2150) (House),Oct '08 - Sep '09,69  ,502000  
POTTS POINT (2011) (House),Oct '08 - Sep '09,13  ,920000  
QUEENS PARK (2022) (House),Oct '08 - Sep '09,47  ,134000000  
RIVERVIEW (2066) (House),Oct '08 - Sep '09,31  ,128000000  
ROSEVILLE (2069) (House),Oct '08 - Sep '09,116  ,127000000  
SANS SOUCI (2219) (House),Oct '08 - Sep '09,115  ,746000  
ST MARYS (2760) (House),Oct '08 - Sep '09,141  ,278000  
SUTHERLAND (2232) (House),Oct '08 - Sep '09,59  ,510000  
TAREN POINT (2229) (House),Oct '08 - Sep '09,14  ,921000  
VAUCLUSE (2030) (House),Oct '08 - Sep '09,75  ,316000000  
WATERLOO (2017) (House),Oct '08 - Sep '09,16  ,597000  
WINDSOR (2756) (House),Oct '08 - Sep '09,47  ,390000  
WINDSOR (2756) (House),Oct '08 - Sep '09,47  ,390000  
ZETLAND (2017) (House),Oct '08 - Sep '09,13  ,692000  
AMBARVALE (2560) (House),Oct '08 - Sep '09,89  ,280000  
ARNCLIFFE (2205) (House),Oct '08 - Sep '09,79  ,549000  
ABBOTSBURY (2176) (House),Oct '09 - Sep '10,38  ,678000  
ARNDELL PARK (2148) (House),Oct '09 - Sep '10,0  ,
ASQUITH (2077) (House),Oct '09 - Sep '10,32  ,640000  
BALGOWLAH (2093) (House),Oct '09 - Sep '10,93  ,135000000  
BAULKHAM HILLS (2153) (House),Oct '09 - Sep '10,384  ,610000  
BEXLEY (2207) (House),Oct '09 - Sep '10,164  ,676000  
BRIGHTON-LE-SANDS (2216) (House),Oct '09 - Sep '10,54  ,848000  
CANTERBURY (2193) (House),Oct '09 - Sep '10,35  ,640000  
CLOVELLY (2031) (House),Oct '09 - Sep '10,58  ,187000000  
DACEYVILLE (2032) (House),Oct '09 - Sep '10,2  ,672000  
DRUMMOYNE (2047) (House),Oct '09 - Sep '10,93  ,118000000  
EDGECLIFF (2027) (House),Oct '09 - Sep '10,31  ,125000000  
FORESTVILLE (2087) (House),Oct '09 - Sep '10,117  ,870000  
FRESHWATER (2096) (House),Oct '09 - Sep '10,92  ,13000000  
JORDAN SPRINGS (NA) (House),Oct '09 - Sep '10,5  ,240000  
KOGARAH (2217) (House),Oct '09 - Sep '10,65  ,692000  
LINDFIELD (2070) (House),Oct '09 - Sep '10,107  ,142000000  
MANLY (2095) (House),Oct '09 - Sep '10,96  ,152000000  
MENAI (2234) (House),Oct '09 - Sep '10,119  ,663000  
MONTEREY (2217) (House),Oct '09 - Sep '10,31  ,870000  
NEWINGTON (2127) (House),Oct '09 - Sep '10,84  ,674000  
OYSTER BAY (2225) (House),Oct '09 - Sep '10,76  ,678000  
PENRITH (2750) (House),Oct '09 - Sep '10,118  ,328000  
PUNCHBOWL (2196) (House),Oct '09 - Sep '10,164  ,472000  
RAMSGATE (2217) (House),Oct '09 - Sep '10,11  ,815000  
RIVERWOOD (2210) (House),Oct '09 - Sep '10,98  ,545000  
ROSEHILL (2142) (House),Oct '09 - Sep '10,14  ,448000  
SEVEN HILLS (2147) (House),Oct '09 - Sep '10,249  ,395000  
ST PETERS (2044) (House),Oct '09 - Sep '10,44  ,648000  
SYDENHAM (2044) (House),Oct '09 - Sep '10,22  ,599000  
